"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","164","Invalid credentials","QA|Nova Bank - Infopool","Wed May 28 00:23:12 GMT 2025","passed","Wed May 28 00:23:12 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","82","Update profile - invalid phone number","QA|Nova Bank - Infopool","Wed May 28 00:23:21 GMT 2025","failed","Wed May 28 00:23:21 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","83","Update Customer Comment Copy","QA|Nova Bank - Infopool","Wed May 28 00:23:32 GMT 2025","passed","Wed May 28 00:23:32 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Delete a report (soft delete)","78","Delete Report","QA|Nova Bank - Infopool","Wed May 28 00:23:53 GMT 2025","failed","Wed May 28 00:23:53 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","103","Create organization - empty city value","QA|Nova Bank - Infopool","Wed May 28 00:23:46 GMT 2025","passed","Wed May 28 00:23:46 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","80","Delete Customer Comment","QA|Nova Bank - Infopool","Wed May 28 00:23:32 GMT 2025","failed","Wed May 28 00:23:33 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","81","No Auth - Get all definitions","QA|Nova Bank - Infopool","Wed May 28 00:23:37 GMT 2025","passed","Wed May 28 00:23:37 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","78","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed May 28 00:23:37 GMT 2025","passed","Wed May 28 00:23:37 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","84","Update profile","QA|Nova Bank - Infopool","Wed May 28 00:23:21 GMT 2025","failed","Wed May 28 00:23:21 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","148","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Wed May 28 00:23:36 GMT 2025","passed","Wed May 28 00:23:36 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","88","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 28 00:23:19 GMT 2025","passed","Wed May 28 00:23:19 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","78","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed May 28 00:23:26 GMT 2025","passed","Wed May 28 00:23:26 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","112","Update definition","QA|Nova Bank - Infopool","Wed May 28 00:23:37 GMT 2025","passed","Wed May 28 00:23:37 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","8","New Request","QA|Nova Bank - Infopool","Wed May 28 00:23:37 GMT 2025","broken","Wed May 28 00:23:37 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","80","Get profile roles - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:23:20 GMT 2025","passed","Wed May 28 00:23:20 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","86","Send user invitation token - successful","QA|Nova Bank - Infopool","Wed May 28 00:23:22 GMT 2025","passed","Wed May 28 00:23:22 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","82","Change password - successful","QA|Nova Bank - Infopool","Wed May 28 00:23:20 GMT 2025","failed","Wed May 28 00:23:20 GMT 2025","v1 > Profile > Password","Bank User","",""
"","96","Empty fields - Update definition","QA|Nova Bank - Infopool","Wed May 28 00:23:38 GMT 2025","passed","Wed May 28 00:23:38 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","94","Fetch all users in an organization","QA|Nova Bank - Infopool","Wed May 28 00:23:48 GMT 2025","passed","Wed May 28 00:23:48 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","76","Get role by ID - no auth","QA|Nova Bank - Infopool","Wed May 28 00:23:50 GMT 2025","passed","Wed May 28 00:23:50 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","80","Update user - no auth","QA|Nova Bank - Infopool","Wed May 28 00:23:38 GMT 2025","failed","Wed May 28 00:23:38 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"Get a specific report by ID","76","Get Report by ID - No auth","QA|Nova Bank - Infopool","Wed May 28 00:23:52 GMT 2025","passed","Wed May 28 00:23:52 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","77","No Auth - Get all Issues","QA|Nova Bank - Infopool","Wed May 28 00:23:24 GMT 2025","passed","Wed May 28 00:23:25 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","124","Update organization details by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:23:47 GMT 2025","passed","Wed May 28 00:23:47 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","79","Get events - invalid end date","QA|Nova Bank - Infopool","Wed May 28 00:23:21 GMT 2025","failed","Wed May 28 00:23:21 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","100","Create organization - name already exists","QA|Nova Bank - Infopool","Wed May 28 00:23:40 GMT 2025","passed","Wed May 28 00:23:40 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","85","Update role status","QA|Nova Bank - Infopool","Wed May 28 00:23:50 GMT 2025","passed","Wed May 28 00:23:50 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","83","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Wed May 28 00:23:22 GMT 2025","passed","Wed May 28 00:23:22 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","77","Get permission by ID - No auth","QA|Nova Bank - Infopool","Wed May 28 00:23:50 GMT 2025","passed","Wed May 28 00:23:50 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","78","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed May 28 00:23:34 GMT 2025","failed","Wed May 28 00:23:34 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","109","resend_invitation_toUser","QA|Nova Bank - Infopool","Wed May 28 00:23:22 GMT 2025","passed","Wed May 28 00:23:22 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"Get a paginated list of reports with optional filtering","79","Get Report Objects - Question","QA|Nova Bank - Infopool","Wed May 28 00:23:52 GMT 2025","failed","Wed May 28 00:23:52 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","137","verify OTP","QA|Nova Bank - Infopool","Wed May 28 00:23:19 GMT 2025","passed","Wed May 28 00:23:19 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","78","No auth - managers","QA|Nova Bank - Infopool","Wed May 28 00:23:49 GMT 2025","passed","Wed May 28 00:23:49 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","84","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Wed May 28 00:23:47 GMT 2025","passed","Wed May 28 00:23:47 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","94","Fetch all organizations","QA|Nova Bank - Infopool","Wed May 28 00:23:47 GMT 2025","passed","Wed May 28 00:23:47 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","81","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Wed May 28 00:23:22 GMT 2025","passed","Wed May 28 00:23:22 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","79","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:23:48 GMT 2025","passed","Wed May 28 00:23:48 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"Delete a report (soft delete)","81","Delete Report - Invalid id","QA|Nova Bank - Infopool","Wed May 28 00:23:53 GMT 2025","failed","Wed May 28 00:23:53 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","11","New Request","QA|Nova Bank - Infopool","Wed May 28 00:23:19 GMT 2025","broken","Wed May 28 00:23:19 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","78","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Wed May 28 00:23:47 GMT 2025","passed","Wed May 28 00:23:47 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","78","Update user - invalid action","QA|Nova Bank - Infopool","Wed May 28 00:23:38 GMT 2025","failed","Wed May 28 00:23:39 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","105","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Wed May 28 00:23:47 GMT 2025","passed","Wed May 28 00:23:47 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","78","No Auth - Update definition","QA|Nova Bank - Infopool","Wed May 28 00:23:37 GMT 2025","passed","Wed May 28 00:23:38 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","3207","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Wed May 28 00:23:40 GMT 2025","passed","Wed May 28 00:23:43 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","89","Get profile roles - successful","QA|Nova Bank - Infopool","Wed May 28 00:23:19 GMT 2025","passed","Wed May 28 00:23:20 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","90","Get single definition","QA|Nova Bank - Infopool","Wed May 28 00:23:37 GMT 2025","passed","Wed May 28 00:23:37 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","77","No auth - category by id","QA|Nova Bank - Infopool","Wed May 28 00:23:51 GMT 2025","passed","Wed May 28 00:23:51 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","101","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Wed May 28 00:23:47 GMT 2025","passed","Wed May 28 00:23:47 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","242","No auth - Create a New Issue","QA|Nova Bank - Infopool","Wed May 28 00:23:24 GMT 2025","passed","Wed May 28 00:23:24 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","79","Get all Issues","QA|Nova Bank - Infopool","Wed May 28 00:23:24 GMT 2025","failed","Wed May 28 00:23:24 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","77","No auth - get all category","QA|Nova Bank - Infopool","Wed May 28 00:23:51 GMT 2025","passed","Wed May 28 00:23:51 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","78","Create roles - empty name field","QA|Nova Bank - Infopool","Wed May 28 00:23:50 GMT 2025","failed","Wed May 28 00:23:50 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","79","Get Issue by ID","QA|Nova Bank - Infopool","Wed May 28 00:23:25 GMT 2025","failed","Wed May 28 00:23:25 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","80","Get role by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:23:50 GMT 2025","failed","Wed May 28 00:23:50 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","81","Export Report Data - No auth","QA|Nova Bank - Infopool","Wed May 28 00:23:54 GMT 2025","passed","Wed May 28 00:23:54 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","75","Get roles - successful","QA|Nova Bank - Infopool","Wed May 28 00:23:49 GMT 2025","passed","Wed May 28 00:23:49 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","113","Add user to an organization - successful","QA|Nova Bank - Infopool","Wed May 28 00:23:48 GMT 2025","passed","Wed May 28 00:23:49 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","93","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed May 28 00:23:48 GMT 2025","passed","Wed May 28 00:23:48 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"Get a paginated list of reports with optional filtering","78","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:23:52 GMT 2025","passed","Wed May 28 00:23:52 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","139","update role","QA|Nova Bank - Infopool","Wed May 28 00:23:39 GMT 2025","passed","Wed May 28 00:23:39 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","81","Get Report Data - Question","QA|Nova Bank - Infopool","Wed May 28 00:23:53 GMT 2025","failed","Wed May 28 00:23:53 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","80","Update profile - Invalid file size","QA|Nova Bank - Infopool","Wed May 28 00:23:21 GMT 2025","failed","Wed May 28 00:23:21 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"Get a paginated list of reports with optional filtering","113","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:23:52 GMT 2025","passed","Wed May 28 00:23:52 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","80","Export Report Data","QA|Nova Bank - Infopool","Wed May 28 00:23:53 GMT 2025","failed","Wed May 28 00:23:54 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","100","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Wed May 28 00:23:46 GMT 2025","passed","Wed May 28 00:23:46 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","78","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed May 28 00:23:48 GMT 2025","passed","Wed May 28 00:23:48 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","87","Get permission by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:23:50 GMT 2025","passed","Wed May 28 00:23:50 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","76","Get events - no auth","QA|Nova Bank - Infopool","Wed May 28 00:23:21 GMT 2025","passed","Wed May 28 00:23:21 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","109","Update user - successful","QA|Nova Bank - Infopool","Wed May 28 00:23:38 GMT 2025","passed","Wed May 28 00:23:38 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"Get a paginated list of reports with optional filtering","81","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Wed May 28 00:23:51 GMT 2025","failed","Wed May 28 00:23:51 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","80","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Wed May 28 00:23:48 GMT 2025","failed","Wed May 28 00:23:48 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Update an existing report","75","Update Report","QA|Nova Bank - Infopool","Wed May 28 00:23:53 GMT 2025","passed","Wed May 28 00:23:53 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","78","Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed May 28 00:23:25 GMT 2025","failed","Wed May 28 00:23:25 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","76","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Wed May 28 00:23:49 GMT 2025","passed","Wed May 28 00:23:49 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","79","Health","QA|Nova Bank - Infopool","Wed May 28 00:23:37 GMT 2025","passed","Wed May 28 00:23:37 GMT 2025","v1 > Health","Bank Admin","",""
"","93","managers","QA|Nova Bank - Infopool","Wed May 28 00:23:49 GMT 2025","passed","Wed May 28 00:23:49 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","102","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Wed May 28 00:23:47 GMT 2025","passed","Wed May 28 00:23:48 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","87","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Wed May 28 00:23:47 GMT 2025","passed","Wed May 28 00:23:47 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","79","Get Reports Stats","QA|Nova Bank - Infopool","Wed May 28 00:23:51 GMT 2025","failed","Wed May 28 00:23:52 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","100","Create organization - empty description","QA|Nova Bank - Infopool","Wed May 28 00:23:40 GMT 2025","passed","Wed May 28 00:23:40 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","81","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Wed May 28 00:23:25 GMT 2025","passed","Wed May 28 00:23:25 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","89","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 28 00:23:19 GMT 2025","passed","Wed May 28 00:23:19 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","80","Update profile - no auth","QA|Nova Bank - Infopool","Wed May 28 00:23:21 GMT 2025","passed","Wed May 28 00:23:21 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","80","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Wed May 28 00:23:25 GMT 2025","passed","Wed May 28 00:23:25 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Get a paginated list of reports with optional filtering","81","Get Reports","QA|Nova Bank - Infopool","Wed May 28 00:23:51 GMT 2025","failed","Wed May 28 00:23:51 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","81","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Wed May 28 00:23:48 GMT 2025","passed","Wed May 28 00:23:48 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","217","Get events - successful","QA|Nova Bank - Infopool","Wed May 28 00:23:21 GMT 2025","passed","Wed May 28 00:23:21 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","80","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Wed May 28 00:23:53 GMT 2025","failed","Wed May 28 00:23:53 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","223","category by id","QA|Nova Bank - Infopool","Wed May 28 00:23:51 GMT 2025","passed","Wed May 28 00:23:51 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","79","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed May 28 00:23:33 GMT 2025","passed","Wed May 28 00:23:33 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","84","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 28 00:23:19 GMT 2025","passed","Wed May 28 00:23:19 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
