"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","128","Get events - invalid start date","QA|Nova Bank - Infopool","Wed Jan 28 18:59:34 UTC 2026","broken","Wed Jan 28 18:59:34 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"","122","Get all permissions","QA|Nova Bank - Infopool","Wed Jan 28 18:59:53 UTC 2026","broken","Wed Jan 28 18:59:53 UTC 2026","v1 > Permissions > Get permissions","Bank Admin","",""
"","129","Get Report Data - Question","QA|Nova Bank - Infopool","Wed Jan 28 18:59:57 UTC 2026","broken","Wed Jan 28 18:59:57 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"","128","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Wed Jan 28 18:59:47 UTC 2026","broken","Wed Jan 28 18:59:47 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","128","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed Jan 28 18:59:41 UTC 2026","broken","Wed Jan 28 18:59:41 UTC 2026","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","128","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Wed Jan 28 18:59:49 UTC 2026","broken","Wed Jan 28 18:59:49 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","126","Delete Customer Comment","QA|Nova Bank - Infopool","Wed Jan 28 18:59:40 UTC 2026","broken","Wed Jan 28 18:59:40 UTC 2026","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","148","verifyOTP","QA|Nova Bank - Infopool","Wed Jan 28 18:59:30 UTC 2026","broken","Wed Jan 28 18:59:30 UTC 2026","v1 > Auth > Session > verify OTP","Bank User","",""
"","126","Update user - ID does not exist","QA|Nova Bank - Infopool","Wed Jan 28 18:59:45 UTC 2026","broken","Wed Jan 28 18:59:45 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"","140","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Wed Jan 28 18:59:49 UTC 2026","broken","Wed Jan 28 18:59:50 UTC 2026","v1 > Organizations > Delete organization","Bank Admin","",""
"","127","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Wed Jan 28 18:59:36 UTC 2026","broken","Wed Jan 28 18:59:36 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","125","managers","QA|Nova Bank - Infopool","Wed Jan 28 18:59:51 UTC 2026","broken","Wed Jan 28 18:59:51 UTC 2026","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"Get a specific report by ID","123","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Wed Jan 28 18:59:56 UTC 2026","broken","Wed Jan 28 18:59:56 UTC 2026","v1 > Report > Get Report by UUID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","128","Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jan 28 18:59:30 UTC 2026","broken","Wed Jan 28 18:59:31 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","129","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Wed Jan 28 18:59:43 UTC 2026","broken","Wed Jan 28 18:59:43 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","129","Update profile - successful","QA|Nova Bank - Infopool","Wed Jan 28 18:59:33 UTC 2026","broken","Wed Jan 28 18:59:33 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","129","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Wed Jan 28 18:59:57 UTC 2026","broken","Wed Jan 28 18:59:58 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"Get a specific report by ID","128","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Wed Jan 28 18:59:56 UTC 2026","broken","Wed Jan 28 18:59:56 UTC 2026","v1 > Report > Get Report by UUID","Bank Admin","",""
"","135","No email - Forgot Password","QA|Nova Bank - Infopool","Wed Jan 28 18:59:30 UTC 2026","broken","Wed Jan 28 18:59:30 UTC 2026","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","132","Get profile - No Auth","QA|Nova Bank - Infopool","Wed Jan 28 18:59:33 UTC 2026","broken","Wed Jan 28 18:59:33 UTC 2026","v1 > Profile > Get profile","Bank User","",""
"","130","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Wed Jan 28 18:59:35 UTC 2026","broken","Wed Jan 28 18:59:36 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","123","No Auth - Update definition","QA|Nova Bank - Infopool","Wed Jan 28 18:59:44 UTC 2026","broken","Wed Jan 28 18:59:44 UTC 2026","v1 > Static Definitions > Update definition","Bank Admin","",""
"Get a paginated list of reports with optional filtering","123","Get Reports - No auth","QA|Nova Bank - Infopool","Wed Jan 28 18:59:54 UTC 2026","broken","Wed Jan 28 18:59:54 UTC 2026","v1 > Report > Get Report","Bank Admin","",""
"","131","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Wed Jan 28 18:59:50 UTC 2026","broken","Wed Jan 28 18:59:50 UTC 2026","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","127","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Wed Jan 28 18:59:48 UTC 2026","broken","Wed Jan 28 18:59:48 UTC 2026","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","127","No Auth - Change password","QA|Nova Bank - Infopool","Wed Jan 28 18:59:32 UTC 2026","broken","Wed Jan 28 18:59:32 UTC 2026","v1 > Profile > Password","Bank User","",""
"","121","category by id","QA|Nova Bank - Infopool","Wed Jan 28 18:59:54 UTC 2026","broken","Wed Jan 28 18:59:54 UTC 2026","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","132","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jan 28 18:59:31 UTC 2026","broken","Wed Jan 28 18:59:31 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","145","No auth - Create a New Issue","QA|Nova Bank - Infopool","Wed Jan 28 18:59:36 UTC 2026","broken","Wed Jan 28 18:59:36 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","123","verify OTP","QA|Nova Bank - Infopool","Wed Jan 28 18:59:31 UTC 2026","broken","Wed Jan 28 18:59:31 UTC 2026","v1 > Auth > MFA > Verify","Bank User","",""
"","127","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Wed Jan 28 18:59:35 UTC 2026","broken","Wed Jan 28 18:59:35 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"Get a paginated list of reports with optional filtering","125","Get Reports","QA|Nova Bank - Infopool","Wed Jan 28 18:59:54 UTC 2026","broken","Wed Jan 28 18:59:54 UTC 2026","v1 > Report > Get Report","Bank Admin","",""
"","124","Invalid current password - Change password","QA|Nova Bank - Infopool","Wed Jan 28 18:59:32 UTC 2026","broken","Wed Jan 28 18:59:32 UTC 2026","v1 > Profile > Password","Bank User","",""
"","132","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Wed Jan 28 18:59:58 UTC 2026","broken","Wed Jan 28 18:59:58 UTC 2026","v1 > Report > Export Report Data","Bank Admin","",""
"","123","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Wed Jan 28 18:59:37 UTC 2026","broken","Wed Jan 28 18:59:37 UTC 2026","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","131","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jan 28 18:59:31 UTC 2026","broken","Wed Jan 28 18:59:31 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","128","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed Jan 28 18:59:50 UTC 2026","broken","Wed Jan 28 18:59:50 UTC 2026","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","125","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Wed Jan 28 18:59:41 UTC 2026","broken","Wed Jan 28 18:59:41 UTC 2026","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","136","Update profile","QA|Nova Bank - Infopool","Wed Jan 28 18:59:34 UTC 2026","broken","Wed Jan 28 18:59:34 UTC 2026","v1 > Profile > update profile image","Bank User","",""
"","126","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Wed Jan 28 18:59:30 UTC 2026","broken","Wed Jan 28 18:59:30 UTC 2026","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","148","Weak password - Change password","QA|Nova Bank - Infopool","Wed Jan 28 18:59:32 UTC 2026","broken","Wed Jan 28 18:59:32 UTC 2026","v1 > Profile > Password","Bank User","",""
"","129","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Wed Jan 28 18:59:58 UTC 2026","broken","Wed Jan 28 18:59:58 UTC 2026","","corporate Adjustment","",""
"","127","No auth - Create  organization","QA|Nova Bank - Infopool","Wed Jan 28 18:59:46 UTC 2026","broken","Wed Jan 28 18:59:46 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","127","update role","QA|Nova Bank - Infopool","Wed Jan 28 18:59:46 UTC 2026","broken","Wed Jan 28 18:59:46 UTC 2026","v1 > Users > Role > Update role","Bank Admin","",""
"","131","Empty fields - Update definition","QA|Nova Bank - Infopool","Wed Jan 28 18:59:44 UTC 2026","broken","Wed Jan 28 18:59:44 UTC 2026","v1 > Static Definitions > Update definition","Bank Admin","",""
"","127","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Wed Jan 28 18:59:50 UTC 2026","broken","Wed Jan 28 18:59:50 UTC 2026","v1 > Organizations > Delete organization","Bank Admin","",""
"","127","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Wed Jan 28 18:59:37 UTC 2026","broken","Wed Jan 28 18:59:37 UTC 2026","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","126","Get events - invalid end date","QA|Nova Bank - Infopool","Wed Jan 28 18:59:34 UTC 2026","broken","Wed Jan 28 18:59:35 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"","131","Invalid email format","QA|Nova Bank - Infopool","Wed Jan 28 18:59:29 UTC 2026","broken","Wed Jan 28 18:59:29 UTC 2026","v1 > Auth > Session > Login","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","129","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jan 28 18:59:31 UTC 2026","broken","Wed Jan 28 18:59:31 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","124","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Wed Jan 28 18:59:49 UTC 2026","broken","Wed Jan 28 18:59:49 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","404","Successful login","QA|Nova Bank - Infopool","Wed Jan 28 18:59:29 UTC 2026","broken","Wed Jan 28 18:59:29 UTC 2026","v1 > Auth > Session > Login","Bank User","",""
"","125","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Wed Jan 28 18:59:44 UTC 2026","broken","Wed Jan 28 18:59:44 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
"","123","Add user to an organization - no auth","QA|Nova Bank - Infopool","Wed Jan 28 18:59:50 UTC 2026","broken","Wed Jan 28 18:59:51 UTC 2026","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","127","Get roles - No Auth","QA|Nova Bank - Infopool","Wed Jan 28 18:59:51 UTC 2026","broken","Wed Jan 28 18:59:52 UTC 2026","v1 > Roles > Get roles","Bank Admin","",""
"","126","Create roles - No auth","QA|Nova Bank - Infopool","Wed Jan 28 18:59:52 UTC 2026","broken","Wed Jan 28 18:59:52 UTC 2026","v1 > Roles > Create role","Bank Admin","",""
"","155","Invalid credentials","QA|Nova Bank - Infopool","Wed Jan 28 18:59:29 UTC 2026","broken","Wed Jan 28 18:59:29 UTC 2026","v1 > Auth > Session > Login","Bank User","",""
"","127","Update Customer Comment","QA|Nova Bank - Infopool","Wed Jan 28 18:59:39 UTC 2026","broken","Wed Jan 28 18:59:40 UTC 2026","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","124","No auth - managers","QA|Nova Bank - Infopool","Wed Jan 28 18:59:51 UTC 2026","broken","Wed Jan 28 18:59:51 UTC 2026","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","124","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Wed Jan 28 18:59:37 UTC 2026","broken","Wed Jan 28 18:59:37 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","129","Add attachment to issue","QA|Nova Bank - Infopool","Wed Jan 28 18:59:38 UTC 2026","broken","Wed Jan 28 18:59:38 UTC 2026","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","127","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Wed Jan 28 18:59:40 UTC 2026","broken","Wed Jan 28 18:59:40 UTC 2026","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","133","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Wed Jan 28 18:59:36 UTC 2026","broken","Wed Jan 28 18:59:36 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","126","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Wed Jan 28 18:59:52 UTC 2026","broken","Wed Jan 28 18:59:53 UTC 2026","v1 > Roles > Get role by ID","Bank Admin","",""
"","131","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed Jan 28 18:59:41 UTC 2026","broken","Wed Jan 28 18:59:41 UTC 2026","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","133","Export Report Data - No auth","QA|Nova Bank - Infopool","Wed Jan 28 18:59:58 UTC 2026","broken","Wed Jan 28 18:59:58 UTC 2026","v1 > Report > Export Report Data","Bank Admin","",""
"","126","Update user - invalid action","QA|Nova Bank - Infopool","Wed Jan 28 18:59:45 UTC 2026","broken","Wed Jan 28 18:59:45 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"","126","Create  organization - without parent id","QA|Nova Bank - Infopool","Wed Jan 28 18:59:46 UTC 2026","broken","Wed Jan 28 18:59:46 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","123","get all category","QA|Nova Bank - Infopool","Wed Jan 28 18:59:53 UTC 2026","broken","Wed Jan 28 18:59:54 UTC 2026","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"Get a paginated list of reports with optional filtering","127","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Wed Jan 28 18:59:54 UTC 2026","broken","Wed Jan 28 18:59:55 UTC 2026","v1 > Report > Get Report","Bank Admin","",""
"Get a specific report by ID","122","Get Report by ID - No auth","QA|Nova Bank - Infopool","Wed Jan 28 18:59:55 UTC 2026","broken","Wed Jan 28 18:59:55 UTC 2026","v1 > Report > Get Report by Id","Bank Admin","",""
"","126","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Wed Jan 28 18:59:53 UTC 2026","broken","Wed Jan 28 18:59:53 UTC 2026","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","127","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Wed Jan 28 18:59:43 UTC 2026","broken","Wed Jan 28 18:59:44 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","126","Get role by ID - successful","QA|Nova Bank - Infopool","Wed Jan 28 18:59:52 UTC 2026","broken","Wed Jan 28 18:59:52 UTC 2026","v1 > Roles > Get role by ID","Bank Admin","",""
"","122","Create organization - no country ID","QA|Nova Bank - Infopool","Wed Jan 28 18:59:47 UTC 2026","broken","Wed Jan 28 18:59:47 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","125","No auth - update role","QA|Nova Bank - Infopool","Wed Jan 28 18:59:46 UTC 2026","broken","Wed Jan 28 18:59:46 UTC 2026","v1 > Users > Role > Update role","Bank Admin","",""
"","125","get user role","QA|Nova Bank - Infopool","Wed Jan 28 18:59:45 UTC 2026","broken","Wed Jan 28 18:59:45 UTC 2026","v1 > Users > Role > Get role","Bank Admin","",""
"","127","Search Customers","QA|Nova Bank - Infopool","Wed Jan 28 18:59:40 UTC 2026","broken","Wed Jan 28 18:59:41 UTC 2026","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","127","audit trail","QA|Nova Bank - Infopool","Wed Jan 28 18:59:35 UTC 2026","broken","Wed Jan 28 18:59:35 UTC 2026","v1 > Audit trail > Audit trail","Bank User","",""
"","129","Get events - successful","QA|Nova Bank - Infopool","Wed Jan 28 18:59:34 UTC 2026","broken","Wed Jan 28 18:59:34 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","139","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jan 28 18:59:31 UTC 2026","broken","Wed Jan 28 18:59:31 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","125","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Wed Jan 28 18:59:43 UTC 2026","broken","Wed Jan 28 18:59:43 UTC 2026","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","123","Get profile - successfully","QA|Nova Bank - Infopool","Wed Jan 28 18:59:33 UTC 2026","broken","Wed Jan 28 18:59:33 UTC 2026","v1 > Profile > Get profile","Bank User","",""
"","128","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Wed Jan 28 18:59:40 UTC 2026","broken","Wed Jan 28 18:59:40 UTC 2026","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"Delete a report (soft delete)","140","Delete Report","QA|Nova Bank - Infopool","Wed Jan 28 18:59:57 UTC 2026","broken","Wed Jan 28 18:59:57 UTC 2026","v1 > Report > Delete Report","Bank Admin","",""
"","126","Get permission by ID - successful","QA|Nova Bank - Infopool","Wed Jan 28 18:59:53 UTC 2026","broken","Wed Jan 28 18:59:53 UTC 2026","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","125","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Wed Jan 28 18:59:41 UTC 2026","broken","Wed Jan 28 18:59:41 UTC 2026","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","130","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Wed Jan 28 18:59:39 UTC 2026","broken","Wed Jan 28 18:59:39 UTC 2026","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","126","Role does not exist - update role","QA|Nova Bank - Infopool","Wed Jan 28 18:59:46 UTC 2026","broken","Wed Jan 28 18:59:46 UTC 2026","v1 > Users > Role > Update role","Bank Admin","",""
"","129","Get single definition","QA|Nova Bank - Infopool","Wed Jan 28 18:59:43 UTC 2026","broken","Wed Jan 28 18:59:43 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","128","Create roles - empty name field","QA|Nova Bank - Infopool","Wed Jan 28 18:59:52 UTC 2026","broken","Wed Jan 28 18:59:52 UTC 2026","v1 > Roles > Create role","Bank Admin","",""
"Get a specific report by ID","124","Get Report by ID","QA|Nova Bank - Infopool","Wed Jan 28 18:59:55 UTC 2026","broken","Wed Jan 28 18:59:55 UTC 2026","v1 > Report > Get Report by Id","Bank Admin","",""
"","124","Update organization details by ID - successful","QA|Nova Bank - Infopool","Wed Jan 28 18:59:48 UTC 2026","broken","Wed Jan 28 18:59:48 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","130","Update profile - invalid phone number","QA|Nova Bank - Infopool","Wed Jan 28 18:59:33 UTC 2026","broken","Wed Jan 28 18:59:34 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","126","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Wed Jan 28 18:59:49 UTC 2026","broken","Wed Jan 28 18:59:49 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","128","Create organization - empty description","QA|Nova Bank - Infopool","Wed Jan 28 18:59:47 UTC 2026","broken","Wed Jan 28 18:59:47 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","125","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Wed Jan 28 18:59:48 UTC 2026","broken","Wed Jan 28 18:59:48 UTC 2026","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","131","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Wed Jan 28 18:59:36 UTC 2026","broken","Wed Jan 28 18:59:36 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
