"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","85","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Wed Jun 18 18:50:12 GMT 2025","passed","Wed Jun 18 18:50:12 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","98","Create organization - empty description","QA|Nova Bank - Infopool","Wed Jun 18 18:50:45 GMT 2025","passed","Wed Jun 18 18:50:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","101","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Wed Jun 18 18:50:46 GMT 2025","passed","Wed Jun 18 18:50:46 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","129","Delete Customer Comment","QA|Nova Bank - Infopool","Wed Jun 18 18:50:17 GMT 2025","passed","Wed Jun 18 18:50:17 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","81","No auth - Create  organization","QA|Nova Bank - Infopool","Wed Jun 18 18:50:45 GMT 2025","passed","Wed Jun 18 18:50:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","90","Update profile - invalid phone number","QA|Nova Bank - Infopool","Wed Jun 18 18:50:04 GMT 2025","passed","Wed Jun 18 18:50:04 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","84","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Wed Jun 18 18:50:15 GMT 2025","failed","Wed Jun 18 18:50:15 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","195","Create_issue_without_attachment","QA|Nova Bank - Infopool","Wed Jun 18 18:50:14 GMT 2025","passed","Wed Jun 18 18:50:14 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","85","Update profile - no auth","QA|Nova Bank - Infopool","Wed Jun 18 18:50:04 GMT 2025","passed","Wed Jun 18 18:50:04 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","103","Get all definitions","QA|Nova Bank - Infopool","Wed Jun 18 18:50:36 GMT 2025","passed","Wed Jun 18 18:50:36 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","166","Fetch Customers Channels","QA|Nova Bank - Infopool","Wed Jun 18 18:50:35 GMT 2025","passed","Wed Jun 18 18:50:36 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","85","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Wed Jun 18 18:49:59 GMT 2025","passed","Wed Jun 18 18:50:00 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","81","No Auth - Get all definitions","QA|Nova Bank - Infopool","Wed Jun 18 18:50:36 GMT 2025","passed","Wed Jun 18 18:50:36 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","3180","No auth - get user role","QA|Nova Bank - Infopool","Wed Jun 18 18:50:41 GMT 2025","passed","Wed Jun 18 18:50:44 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","81","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Wed Jun 18 18:50:01 GMT 2025","passed","Wed Jun 18 18:50:01 GMT 2025","v1 > Profile > Roles","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","141","Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jun 18 18:50:00 GMT 2025","passed","Wed Jun 18 18:50:00 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","93","Empty current password - Change password","QA|Nova Bank - Infopool","Wed Jun 18 18:50:02 GMT 2025","passed","Wed Jun 18 18:50:02 GMT 2025","v1 > Profile > Password","Bank User","",""
"","90","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Wed Jun 18 18:49:59 GMT 2025","passed","Wed Jun 18 18:49:59 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","84","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Wed Jun 18 18:50:37 GMT 2025","passed","Wed Jun 18 18:50:37 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","85","Add user to an organization - no auth","QA|Nova Bank - Infopool","Wed Jun 18 18:50:48 GMT 2025","passed","Wed Jun 18 18:50:48 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","85","No Auth - Get all Issues","QA|Nova Bank - Infopool","Wed Jun 18 18:50:14 GMT 2025","passed","Wed Jun 18 18:50:14 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","148","Add attachment to issue","QA|Nova Bank - Infopool","Wed Jun 18 18:50:16 GMT 2025","failed","Wed Jun 18 18:50:16 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","98","Fetch user by ID - successful","QA|Nova Bank - Infopool","Wed Jun 18 18:50:37 GMT 2025","passed","Wed Jun 18 18:50:37 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","150","Create  organization","QA|Nova Bank - Infopool","Wed Jun 18 18:50:45 GMT 2025","passed","Wed Jun 18 18:50:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","88","Get profile roles - No Auth","QA|Nova Bank - Infopool","Wed Jun 18 18:50:01 GMT 2025","passed","Wed Jun 18 18:50:01 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","572","Change password - successful","QA|Nova Bank - Infopool","Wed Jun 18 18:50:01 GMT 2025","passed","Wed Jun 18 18:50:02 GMT 2025","v1 > Profile > Password","Bank User","",""
"","137","verify OTP","QA|Nova Bank - Infopool","Wed Jun 18 18:50:01 GMT 2025","passed","Wed Jun 18 18:50:01 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","115","Get roles - successful","QA|Nova Bank - Infopool","Wed Jun 18 18:50:49 GMT 2025","passed","Wed Jun 18 18:50:49 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","91","Update user - invalid action","QA|Nova Bank - Infopool","Wed Jun 18 18:50:38 GMT 2025","passed","Wed Jun 18 18:50:38 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","89","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Wed Jun 18 18:50:17 GMT 2025","passed","Wed Jun 18 18:50:17 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","119","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Wed Jun 18 18:50:47 GMT 2025","failed","Wed Jun 18 18:50:47 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","95","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Wed Jun 18 18:50:49 GMT 2025","passed","Wed Jun 18 18:50:49 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","93","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Wed Jun 18 18:50:17 GMT 2025","passed","Wed Jun 18 18:50:17 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","93","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Wed Jun 18 18:50:35 GMT 2025","failed","Wed Jun 18 18:50:35 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","85","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Wed Jun 18 18:50:12 GMT 2025","passed","Wed Jun 18 18:50:12 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","118","Remove user from an organization - successful","QA|Nova Bank - Infopool","Wed Jun 18 18:50:48 GMT 2025","passed","Wed Jun 18 18:50:48 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","92","Create organization - empty city value","QA|Nova Bank - Infopool","Wed Jun 18 18:50:46 GMT 2025","passed","Wed Jun 18 18:50:46 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","123","Search Customers","QA|Nova Bank - Infopool","Wed Jun 18 18:50:24 GMT 2025","failed","Wed Jun 18 18:50:24 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","81","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Wed Jun 18 18:50:48 GMT 2025","passed","Wed Jun 18 18:50:49 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","86","No Auth - Update Issue","QA|Nova Bank - Infopool","Wed Jun 18 18:50:15 GMT 2025","passed","Wed Jun 18 18:50:15 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","103","Fetch all organizations","QA|Nova Bank - Infopool","Wed Jun 18 18:50:46 GMT 2025","passed","Wed Jun 18 18:50:46 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","111","Empty fields - Update definition","QA|Nova Bank - Infopool","Wed Jun 18 18:50:37 GMT 2025","passed","Wed Jun 18 18:50:37 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","94","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Wed Jun 18 18:50:47 GMT 2025","passed","Wed Jun 18 18:50:47 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","126","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Wed Jun 18 18:50:17 GMT 2025","failed","Wed Jun 18 18:50:17 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","120","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed Jun 18 18:50:16 GMT 2025","failed","Wed Jun 18 18:50:16 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","3188","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Wed Jun 18 18:50:06 GMT 2025","passed","Wed Jun 18 18:50:09 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","94","Update profile - no phone number","QA|Nova Bank - Infopool","Wed Jun 18 18:50:04 GMT 2025","passed","Wed Jun 18 18:50:04 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","259","Weak password - Change password","QA|Nova Bank - Infopool","Wed Jun 18 18:50:02 GMT 2025","passed","Wed Jun 18 18:50:02 GMT 2025","v1 > Profile > Password","Bank User","",""
