"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3196","Get Issue by ID","QA|Nova Bank - Infopool","Sat Jun 07 10:56:37 GMT 2025","failed","Sat Jun 07 10:56:40 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","88","Update profile - no phone number","QA|Nova Bank - Infopool","Sat Jun 07 10:56:29 GMT 2025","passed","Sat Jun 07 10:56:30 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","79","Create organization - empty description","QA|Nova Bank - Infopool","Sat Jun 07 10:57:57 GMT 2025","passed","Sat Jun 07 10:57:57 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","103","Search Customers","QA|Nova Bank - Infopool","Sat Jun 07 10:56:43 GMT 2025","passed","Sat Jun 07 10:56:43 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","86","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 10:57:59 GMT 2025","passed","Sat Jun 07 10:57:59 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","126","resend_invitation_toUser","QA|Nova Bank - Infopool","Sat Jun 07 10:56:31 GMT 2025","passed","Sat Jun 07 10:56:31 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","91","Update profile - No Auth","QA|Nova Bank - Infopool","Sat Jun 07 10:56:30 GMT 2025","passed","Sat Jun 07 10:56:30 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","239","Get profile - successfully","QA|Nova Bank - Infopool","Sat Jun 07 10:56:29 GMT 2025","passed","Sat Jun 07 10:56:29 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","104","Get roles - successful","QA|Nova Bank - Infopool","Sat Jun 07 10:58:00 GMT 2025","passed","Sat Jun 07 10:58:00 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","2863","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sat Jun 07 10:56:44 GMT 2025","passed","Sat Jun 07 10:56:47 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","98","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sat Jun 07 10:57:58 GMT 2025","passed","Sat Jun 07 10:57:59 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","257","reset password","QA|Nova Bank - Infopool","Sat Jun 07 10:56:27 GMT 2025","passed","Sat Jun 07 10:56:27 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","95","Fetch all users in an organization","QA|Nova Bank - Infopool","Sat Jun 07 10:57:59 GMT 2025","passed","Sat Jun 07 10:57:59 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","88","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sat Jun 07 10:56:26 GMT 2025","passed","Sat Jun 07 10:56:27 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","81","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sat Jun 07 10:56:44 GMT 2025","passed","Sat Jun 07 10:56:44 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","66299","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sat Jun 07 10:56:47 GMT 2025","passed","Sat Jun 07 10:57:54 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","76","No auth - Create  organization","QA|Nova Bank - Infopool","Sat Jun 07 10:57:56 GMT 2025","passed","Sat Jun 07 10:57:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","80","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sat Jun 07 10:56:42 GMT 2025","passed","Sat Jun 07 10:56:42 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","107","verify OTP","QA|Nova Bank - Infopool","Sat Jun 07 10:56:28 GMT 2025","passed","Sat Jun 07 10:56:28 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","80","Create  organization","QA|Nova Bank - Infopool","Sat Jun 07 10:57:56 GMT 2025","passed","Sat Jun 07 10:57:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","124","verifyOTP","QA|Nova Bank - Infopool","Sat Jun 07 10:56:26 GMT 2025","passed","Sat Jun 07 10:56:26 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","76","Create organization - empty city value","QA|Nova Bank - Infopool","Sat Jun 07 10:57:57 GMT 2025","passed","Sat Jun 07 10:57:57 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","183","audit trail","QA|Nova Bank - Infopool","Sat Jun 07 10:56:31 GMT 2025","passed","Sat Jun 07 10:56:31 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","85","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sat Jun 07 10:56:30 GMT 2025","passed","Sat Jun 07 10:56:30 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","80","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sat Jun 07 10:57:59 GMT 2025","passed","Sat Jun 07 10:57:59 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","81","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sat Jun 07 10:57:59 GMT 2025","passed","Sat Jun 07 10:57:59 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","77","Fetch Customers Channels","QA|Nova Bank - Infopool","Sat Jun 07 10:57:54 GMT 2025","passed","Sat Jun 07 10:57:54 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","83","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sat Jun 07 10:56:41 GMT 2025","failed","Sat Jun 07 10:56:41 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","75","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sat Jun 07 10:57:54 GMT 2025","passed","Sat Jun 07 10:57:54 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","75","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sat Jun 07 10:57:57 GMT 2025","passed","Sat Jun 07 10:57:57 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","6227","Invalid email format","QA|Nova Bank - Infopool","Sat Jun 07 10:56:20 GMT 2025","passed","Sat Jun 07 10:56:26 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","80","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sat Jun 07 10:56:41 GMT 2025","passed","Sat Jun 07 10:56:41 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","77","No auth - update role","QA|Nova Bank - Infopool","Sat Jun 07 10:57:56 GMT 2025","passed","Sat Jun 07 10:57:56 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","77","Create organization - empty mis code","QA|Nova Bank - Infopool","Sat Jun 07 10:57:57 GMT 2025","passed","Sat Jun 07 10:57:57 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","76","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 10:57:57 GMT 2025","passed","Sat Jun 07 10:57:57 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","81","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sat Jun 07 10:56:42 GMT 2025","failed","Sat Jun 07 10:56:42 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","74","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sat Jun 07 10:57:57 GMT 2025","passed","Sat Jun 07 10:57:57 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","79","No Auth - Search Customers","QA|Nova Bank - Infopool","Sat Jun 07 10:56:43 GMT 2025","passed","Sat Jun 07 10:56:43 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","91","No user credentials","QA|Nova Bank - Infopool","Sat Jun 07 10:56:26 GMT 2025","passed","Sat Jun 07 10:56:26 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","76","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sat Jun 07 10:57:58 GMT 2025","passed","Sat Jun 07 10:57:58 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","76","Role does not exist - update role","QA|Nova Bank - Infopool","Sat Jun 07 10:57:56 GMT 2025","passed","Sat Jun 07 10:57:56 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","81","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sat Jun 07 10:56:41 GMT 2025","failed","Sat Jun 07 10:56:41 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","99","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 10:57:59 GMT 2025","passed","Sat Jun 07 10:57:59 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","82","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sat Jun 07 10:56:28 GMT 2025","passed","Sat Jun 07 10:56:28 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","151","Get events - invalid start date","QA|Nova Bank - Infopool","Sat Jun 07 10:56:30 GMT 2025","passed","Sat Jun 07 10:56:30 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","160","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sat Jun 07 10:56:41 GMT 2025","passed","Sat Jun 07 10:56:41 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","76","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sat Jun 07 10:57:55 GMT 2025","passed","Sat Jun 07 10:57:55 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","77","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sat Jun 07 10:57:58 GMT 2025","passed","Sat Jun 07 10:57:58 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","148","Update profile - successful","QA|Nova Bank - Infopool","Sat Jun 07 10:56:29 GMT 2025","passed","Sat Jun 07 10:56:29 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","80","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sat Jun 07 10:56:28 GMT 2025","passed","Sat Jun 07 10:56:28 GMT 2025","v1 > Profile > Roles","Bank User","",""
