"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create a new report","57","Create Report - Empty category","QA|Nova Bank - Infopool","Fri Jan 30 19:21:48 UTC 2026","broken","Fri Jan 30 19:21:48 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","53","No auth - get all category","QA|Nova Bank - Infopool","Fri Jan 30 19:21:46 UTC 2026","broken","Fri Jan 30 19:21:46 UTC 2026","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","58","search Corporate Adjustment","QA|Nova Bank - Infopool","Fri Jan 30 19:21:49 UTC 2026","broken","Fri Jan 30 19:21:49 UTC 2026","","corporate Adjustment","",""
"","61","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Fri Jan 30 19:21:37 UTC 2026","broken","Fri Jan 30 19:21:37 UTC 2026","v1 > Onboarding > Validate invitation","Bank User","",""
"","68","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Fri Jan 30 19:21:38 UTC 2026","broken","Fri Jan 30 19:21:38 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","56","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Fri Jan 30 19:21:44 UTC 2026","broken","Fri Jan 30 19:21:44 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","60","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Fri Jan 30 19:21:39 UTC 2026","broken","Fri Jan 30 19:21:39 UTC 2026","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","53","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Jan 30 19:21:39 UTC 2026","broken","Fri Jan 30 19:21:39 UTC 2026","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","62","Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Jan 30 19:21:39 UTC 2026","broken","Fri Jan 30 19:21:39 UTC 2026","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"Create a new report","59","Create Report - No auth","QA|Nova Bank - Infopool","Fri Jan 30 19:21:47 UTC 2026","broken","Fri Jan 30 19:21:47 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","60","add_comment_successfully","QA|Nova Bank - Infopool","Fri Jan 30 19:21:39 UTC 2026","broken","Fri Jan 30 19:21:39 UTC 2026","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","58","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Fri Jan 30 19:21:40 UTC 2026","broken","Fri Jan 30 19:21:40 UTC 2026","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","60","Create roles","QA|Nova Bank - Infopool","Fri Jan 30 19:21:45 UTC 2026","broken","Fri Jan 30 19:21:45 UTC 2026","v1 > Roles > Create role","Bank Admin","",""
"","59","Update user - ID does not exist","QA|Nova Bank - Infopool","Fri Jan 30 19:21:42 UTC 2026","broken","Fri Jan 30 19:21:42 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"","61","Update organization details by ID - successful","QA|Nova Bank - Infopool","Fri Jan 30 19:21:44 UTC 2026","broken","Fri Jan 30 19:21:44 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","54","Create organization - empty mis code","QA|Nova Bank - Infopool","Fri Jan 30 19:21:43 UTC 2026","broken","Fri Jan 30 19:21:43 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","61","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Fri Jan 30 19:21:48 UTC 2026","broken","Fri Jan 30 19:21:49 UTC 2026","","corporate Adjustment","",""
"","58","Fetch user by ID - successful","QA|Nova Bank - Infopool","Fri Jan 30 19:21:42 UTC 2026","broken","Fri Jan 30 19:21:42 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
"","59","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Fri Jan 30 19:21:43 UTC 2026","broken","Fri Jan 30 19:21:43 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"Get a specific report by ID","52","Get Report by ID - No auth","QA|Nova Bank - Infopool","Fri Jan 30 19:21:47 UTC 2026","broken","Fri Jan 30 19:21:47 UTC 2026","v1 > Report > Get Report by Id","Bank Admin","",""
"","61","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Fri Jan 30 19:21:43 UTC 2026","broken","Fri Jan 30 19:21:43 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","60","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Fri Jan 30 19:21:41 UTC 2026","broken","Fri Jan 30 19:21:41 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","60","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Fri Jan 30 19:21:37 UTC 2026","broken","Fri Jan 30 19:21:37 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","54","No Auth - Update definition","QA|Nova Bank - Infopool","Fri Jan 30 19:21:42 UTC 2026","broken","Fri Jan 30 19:21:42 UTC 2026","v1 > Static Definitions > Update definition","Bank Admin","",""
"","63","No auth - update role","QA|Nova Bank - Infopool","Fri Jan 30 19:21:43 UTC 2026","broken","Fri Jan 30 19:21:43 UTC 2026","v1 > Users > Role > Update role","Bank Admin","",""
"Get a paginated list of reports with optional filtering","58","Get Reports Stats","QA|Nova Bank - Infopool","Fri Jan 30 19:21:47 UTC 2026","broken","Fri Jan 30 19:21:47 UTC 2026","v1 > Report > Get Report Stats","Bank Admin","",""
"","61","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Fri Jan 30 19:21:44 UTC 2026","broken","Fri Jan 30 19:21:44 UTC 2026","v1 > Organizations > Delete organization","Bank Admin","",""
"","57","audit trail - No Auth","QA|Nova Bank - Infopool","Fri Jan 30 19:21:37 UTC 2026","broken","Fri Jan 30 19:21:37 UTC 2026","v1 > Audit trail > Audit trail","Bank User","",""
"","53","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri Jan 30 19:21:40 UTC 2026","broken","Fri Jan 30 19:21:40 UTC 2026","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","59","Get profile - user not logged in","QA|Nova Bank - Infopool","Fri Jan 30 19:21:36 UTC 2026","broken","Fri Jan 30 19:21:36 UTC 2026","v1 > Profile > Get profile","Bank User","",""
"","58","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Jan 30 19:21:40 UTC 2026","broken","Fri Jan 30 19:21:40 UTC 2026","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","55","No auth - get user role","QA|Nova Bank - Infopool","Fri Jan 30 19:21:42 UTC 2026","broken","Fri Jan 30 19:21:42 UTC 2026","v1 > Users > Role > Get role","Bank Admin","",""
"","58","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Fri Jan 30 19:21:39 UTC 2026","broken","Fri Jan 30 19:21:39 UTC 2026","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","60","Get role by ID - no auth","QA|Nova Bank - Infopool","Fri Jan 30 19:21:46 UTC 2026","broken","Fri Jan 30 19:21:46 UTC 2026","v1 > Roles > Get role by ID","Bank Admin","",""
"","58","Create  organization - without parent id","QA|Nova Bank - Infopool","Fri Jan 30 19:21:43 UTC 2026","broken","Fri Jan 30 19:21:43 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","90","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jan 30 19:21:35 UTC 2026","broken","Fri Jan 30 19:21:35 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","59","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Fri Jan 30 19:21:45 UTC 2026","broken","Fri Jan 30 19:21:45 UTC 2026","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","60","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Fri Jan 30 19:21:37 UTC 2026","broken","Fri Jan 30 19:21:38 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","64","Empty current password - Change password","QA|Nova Bank - Infopool","Fri Jan 30 19:21:36 UTC 2026","broken","Fri Jan 30 19:21:36 UTC 2026","v1 > Profile > Password","Bank User","",""
"","57","Get role by ID - successful","QA|Nova Bank - Infopool","Fri Jan 30 19:21:46 UTC 2026","broken","Fri Jan 30 19:21:46 UTC 2026","v1 > Roles > Get role by ID","Bank Admin","",""
"","60","Export Report Data - No auth","QA|Nova Bank - Infopool","Fri Jan 30 19:21:48 UTC 2026","broken","Fri Jan 30 19:21:48 UTC 2026","v1 > Report > Export Report Data","Bank Admin","",""
"Create a new report","59","Create Report - Duplicate name","QA|Nova Bank - Infopool","Fri Jan 30 19:21:47 UTC 2026","broken","Fri Jan 30 19:21:48 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","61","Create_issue_without_attachment","QA|Nova Bank - Infopool","Fri Jan 30 19:21:38 UTC 2026","broken","Fri Jan 30 19:21:38 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","59","Update definition","QA|Nova Bank - Infopool","Fri Jan 30 19:21:41 UTC 2026","broken","Fri Jan 30 19:21:42 UTC 2026","v1 > Static Definitions > Update definition","Bank Admin","",""
"","58","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Fri Jan 30 19:21:48 UTC 2026","broken","Fri Jan 30 19:21:48 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"","57","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri Jan 30 19:21:40 UTC 2026","broken","Fri Jan 30 19:21:40 UTC 2026","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","54","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Fri Jan 30 19:21:44 UTC 2026","broken","Fri Jan 30 19:21:44 UTC 2026","v1 > Organizations > Delete organization","Bank Admin","",""
"","58","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Jan 30 19:21:44 UTC 2026","broken","Fri Jan 30 19:21:44 UTC 2026","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","131","No Auth - Get all Issues","QA|Nova Bank - Infopool","Fri Jan 30 19:21:38 UTC 2026","broken","Fri Jan 30 19:21:38 UTC 2026","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","64","Update profile","QA|Nova Bank - Infopool","Fri Jan 30 19:21:36 UTC 2026","broken","Fri Jan 30 19:21:37 UTC 2026","v1 > Profile > update profile image","Bank User","",""
"","53","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Jan 30 19:21:39 UTC 2026","broken","Fri Jan 30 19:21:39 UTC 2026","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","58","Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Jan 30 19:21:41 UTC 2026","broken","Fri Jan 30 19:21:41 UTC 2026","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","122","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Fri Jan 30 19:21:40 UTC 2026","broken","Fri Jan 30 19:21:40 UTC 2026","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","57","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Fri Jan 30 19:21:46 UTC 2026","broken","Fri Jan 30 19:21:46 UTC 2026","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","59","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Fri Jan 30 19:21:40 UTC 2026","broken","Fri Jan 30 19:21:40 UTC 2026","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","59","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Fri Jan 30 19:21:38 UTC 2026","broken","Fri Jan 30 19:21:38 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"Create a new report","58","Create Report","QA|Nova Bank - Infopool","Fri Jan 30 19:21:47 UTC 2026","broken","Fri Jan 30 19:21:47 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","57","Add user to an organization - successful","QA|Nova Bank - Infopool","Fri Jan 30 19:21:45 UTC 2026","broken","Fri Jan 30 19:21:45 UTC 2026","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","59","get user role","QA|Nova Bank - Infopool","Fri Jan 30 19:21:42 UTC 2026","broken","Fri Jan 30 19:21:42 UTC 2026","v1 > Users > Role > Get role","Bank Admin","",""
"","58","Get Report Data - No auth","QA|Nova Bank - Infopool","Fri Jan 30 19:21:48 UTC 2026","broken","Fri Jan 30 19:21:48 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"","63","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Fri Jan 30 19:21:44 UTC 2026","broken","Fri Jan 30 19:21:44 UTC 2026","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","70","Update profile - invalid phone number","QA|Nova Bank - Infopool","Fri Jan 30 19:21:36 UTC 2026","broken","Fri Jan 30 19:21:36 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","60","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Fri Jan 30 19:21:38 UTC 2026","broken","Fri Jan 30 19:21:38 UTC 2026","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","97","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jan 30 19:21:35 UTC 2026","broken","Fri Jan 30 19:21:35 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","82","Create a New Issue","QA|Nova Bank - Infopool","Fri Jan 30 19:21:38 UTC 2026","broken","Fri Jan 30 19:21:38 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","58","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Jan 30 19:21:40 UTC 2026","broken","Fri Jan 30 19:21:40 UTC 2026","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","121","Empty new password - Change password","QA|Nova Bank - Infopool","Fri Jan 30 19:21:36 UTC 2026","broken","Fri Jan 30 19:21:36 UTC 2026","v1 > Profile > Password","Bank User","",""
"","56","Get single definition","QA|Nova Bank - Infopool","Fri Jan 30 19:21:41 UTC 2026","broken","Fri Jan 30 19:21:41 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","57","No Auth - Update Issue","QA|Nova Bank - Infopool","Fri Jan 30 19:21:39 UTC 2026","broken","Fri Jan 30 19:21:39 UTC 2026","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","59","Logout session successfully","QA|Nova Bank - Infopool","Fri Jan 30 19:21:46 UTC 2026","broken","Fri Jan 30 19:21:46 UTC 2026","v1 > Logout","Bank Admin","",""
"","61","No auth - Update role status","QA|Nova Bank - Infopool","Fri Jan 30 19:21:46 UTC 2026","broken","Fri Jan 30 19:21:46 UTC 2026","v1 > Roles > Update role","Bank Admin","",""
"","54","Update role status","QA|Nova Bank - Infopool","Fri Jan 30 19:21:45 UTC 2026","broken","Fri Jan 30 19:21:46 UTC 2026","v1 > Roles > Update role","Bank Admin","",""
"","84","No Auth - Change password","QA|Nova Bank - Infopool","Fri Jan 30 19:21:36 UTC 2026","broken","Fri Jan 30 19:21:36 UTC 2026","v1 > Profile > Password","Bank User","",""
"Get a paginated list of reports with optional filtering","61","Get Reports","QA|Nova Bank - Infopool","Fri Jan 30 19:21:46 UTC 2026","broken","Fri Jan 30 19:21:47 UTC 2026","v1 > Report > Get Report","Bank Admin","",""
"","57","No Auth - Get all permissions","QA|Nova Bank - Infopool","Fri Jan 30 19:21:46 UTC 2026","broken","Fri Jan 30 19:21:46 UTC 2026","v1 > Permissions > Get permissions","Bank Admin","",""
"","55","Add user to an organization - no auth","QA|Nova Bank - Infopool","Fri Jan 30 19:21:45 UTC 2026","broken","Fri Jan 30 19:21:45 UTC 2026","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","54","resend_invitation_toUser","QA|Nova Bank - Infopool","Fri Jan 30 19:21:37 UTC 2026","broken","Fri Jan 30 19:21:37 UTC 2026","v1 > Onboarding > Validate invitation","Bank User","",""
"","57","Create organization - empty city value","QA|Nova Bank - Infopool","Fri Jan 30 19:21:43 UTC 2026","broken","Fri Jan 30 19:21:43 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","86","No auth - Create a New Issue","QA|Nova Bank - Infopool","Fri Jan 30 19:21:38 UTC 2026","broken","Fri Jan 30 19:21:38 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","57","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Fri Jan 30 19:21:40 UTC 2026","broken","Fri Jan 30 19:21:40 UTC 2026","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","63","Create organization - empty description","QA|Nova Bank - Infopool","Fri Jan 30 19:21:43 UTC 2026","broken","Fri Jan 30 19:21:43 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","60","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Fri Jan 30 19:21:44 UTC 2026","broken","Fri Jan 30 19:21:44 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","59","Get events - invalid start date","QA|Nova Bank - Infopool","Fri Jan 30 19:21:37 UTC 2026","broken","Fri Jan 30 19:21:37 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"","60","Get roles - No Auth","QA|Nova Bank - Infopool","Fri Jan 30 19:21:45 UTC 2026","broken","Fri Jan 30 19:21:45 UTC 2026","v1 > Roles > Get roles","Bank Admin","",""
"","61","Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Jan 30 19:21:40 UTC 2026","broken","Fri Jan 30 19:21:41 UTC 2026","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","59","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Fri Jan 30 19:21:40 UTC 2026","broken","Fri Jan 30 19:21:40 UTC 2026","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","139","Forgot password - successful","QA|Nova Bank - Infopool","Fri Jan 30 19:21:34 UTC 2026","broken","Fri Jan 30 19:21:34 UTC 2026","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get a paginated list of reports with optional filtering","57","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Fri Jan 30 19:21:47 UTC 2026","broken","Fri Jan 30 19:21:47 UTC 2026","v1 > Report > Get Report Stats","Bank Admin","",""
"","63","successful dashboard embed","QA|Nova Bank - Infopool","Fri Jan 30 19:21:41 UTC 2026","broken","Fri Jan 30 19:21:41 UTC 2026","embed dashboard","Bank User","",""
"Update an existing report","60","Update Report - No auth","QA|Nova Bank - Infopool","Fri Jan 30 19:21:48 UTC 2026","broken","Fri Jan 30 19:21:48 UTC 2026","v1 > Report > Update Report","Bank Admin","",""
"","57","Delete Customer Comment","QA|Nova Bank - Infopool","Fri Jan 30 19:21:40 UTC 2026","broken","Fri Jan 30 19:21:40 UTC 2026","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","65","verify OTP","QA|Nova Bank - Infopool","Fri Jan 30 19:21:35 UTC 2026","broken","Fri Jan 30 19:21:35 UTC 2026","v1 > Auth > MFA > Verify","Bank User","",""
"","59","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Jan 30 19:21:39 UTC 2026","broken","Fri Jan 30 19:21:39 UTC 2026","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","71","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Fri Jan 30 19:21:34 UTC 2026","broken","Fri Jan 30 19:21:34 UTC 2026","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","53","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Fri Jan 30 19:21:44 UTC 2026","broken","Fri Jan 30 19:21:44 UTC 2026","v1 > Organizations > Delete organization","Bank Admin","",""
"","58","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Jan 30 19:21:41 UTC 2026","broken","Fri Jan 30 19:21:41 UTC 2026","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","59","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Fri Jan 30 19:21:44 UTC 2026","broken","Fri Jan 30 19:21:44 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","56","Create organization - empty street value","QA|Nova Bank - Infopool","Fri Jan 30 19:21:43 UTC 2026","broken","Fri Jan 30 19:21:43 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","61","Get Reports - No auth","QA|Nova Bank - Infopool","Fri Jan 30 19:21:47 UTC 2026","broken","Fri Jan 30 19:21:47 UTC 2026","v1 > Report > Get Report","Bank Admin","",""
"","61","Get profile roles - successful","QA|Nova Bank - Infopool","Fri Jan 30 19:21:35 UTC 2026","broken","Fri Jan 30 19:21:35 UTC 2026","v1 > Profile > Roles","Bank User","",""
"","67","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Fri Jan 30 19:21:44 UTC 2026","broken","Fri Jan 30 19:21:44 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
