"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","81","Create roles - empty name field","QA|Nova Bank - Infopool","Sun Aug 31 20:11:12 UTC 2025","failed","Sun Aug 31 20:11:12 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","81","category by id","QA|Nova Bank - Infopool","Sun Aug 31 20:11:13 UTC 2025","failed","Sun Aug 31 20:11:13 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","85","Forgot password - successful","QA|Nova Bank - Infopool","Sun Aug 31 20:10:44 UTC 2025","failed","Sun Aug 31 20:10:44 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","82","Weak password - Change password","QA|Nova Bank - Infopool","Sun Aug 31 20:10:46 UTC 2025","failed","Sun Aug 31 20:10:46 UTC 2025","v1 > Profile > Password","Bank User","",""
"","82","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Aug 31 20:11:11 UTC 2025","failed","Sun Aug 31 20:11:11 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","81","Get roles - No Auth","QA|Nova Bank - Infopool","Sun Aug 31 20:11:11 UTC 2025","passed","Sun Aug 31 20:11:11 UTC 2025","v1 > Roles > Get roles","Bank Admin","",""
"","445","Successful login","QA|Nova Bank - Infopool","Sun Aug 31 20:10:43 UTC 2025","failed","Sun Aug 31 20:10:44 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","83","Get events - successful","QA|Nova Bank - Infopool","Sun Aug 31 20:10:53 UTC 2025","failed","Sun Aug 31 20:10:53 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"Get a specific report by ID","81","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Sun Aug 31 20:11:14 UTC 2025","failed","Sun Aug 31 20:11:14 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","84","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Aug 31 20:10:45 UTC 2025","failed","Sun Aug 31 20:10:46 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","81","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Aug 31 20:10:57 UTC 2025","failed","Sun Aug 31 20:10:57 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","81","Add Comment to Issue","QA|Nova Bank - Infopool","Sun Aug 31 20:10:56 UTC 2025","failed","Sun Aug 31 20:10:56 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","83","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sun Aug 31 20:10:54 UTC 2025","failed","Sun Aug 31 20:10:54 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","82","add_comment_successfully","QA|Nova Bank - Infopool","Sun Aug 31 20:10:57 UTC 2025","failed","Sun Aug 31 20:10:57 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","84","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Aug 31 20:11:09 UTC 2025","failed","Sun Aug 31 20:11:09 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Delete a report (soft delete)","82","Delete Report - Invalid id","QA|Nova Bank - Infopool","Sun Aug 31 20:11:21 UTC 2025","failed","Sun Aug 31 20:11:21 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","80","Get all definitions","QA|Nova Bank - Infopool","Sun Aug 31 20:10:59 UTC 2025","failed","Sun Aug 31 20:11:00 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","82","audit trail - No Auth","QA|Nova Bank - Infopool","Sun Aug 31 20:10:54 UTC 2025","passed","Sun Aug 31 20:10:54 UTC 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","105","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun Aug 31 20:10:55 UTC 2025","failed","Sun Aug 31 20:10:55 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Get a specific report by ID","79","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sun Aug 31 20:11:14 UTC 2025","passed","Sun Aug 31 20:11:14 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","82","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sun Aug 31 20:11:09 UTC 2025","failed","Sun Aug 31 20:11:09 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","81","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Aug 31 20:10:53 UTC 2025","failed","Sun Aug 31 20:10:54 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","85","No_auth_add_comments","QA|Nova Bank - Infopool","Sun Aug 31 20:10:57 UTC 2025","failed","Sun Aug 31 20:10:57 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","83","Update Customer Comment","QA|Nova Bank - Infopool","Sun Aug 31 20:10:57 UTC 2025","failed","Sun Aug 31 20:10:57 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","79","Get permission by ID - No auth","QA|Nova Bank - Infopool","Sun Aug 31 20:11:12 UTC 2025","passed","Sun Aug 31 20:11:12 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","81","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Aug 31 20:11:10 UTC 2025","failed","Sun Aug 31 20:11:10 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","79","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun Aug 31 20:11:12 UTC 2025","passed","Sun Aug 31 20:11:12 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","80","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Aug 31 20:10:58 UTC 2025","passed","Sun Aug 31 20:10:58 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","97","Invalid credentials","QA|Nova Bank - Infopool","Sun Aug 31 20:10:44 UTC 2025","failed","Sun Aug 31 20:10:44 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","80","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Aug 31 20:10:46 UTC 2025","passed","Sun Aug 31 20:10:46 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","81","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Aug 31 20:11:00 UTC 2025","failed","Sun Aug 31 20:11:00 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","81","get all category","QA|Nova Bank - Infopool","Sun Aug 31 20:11:13 UTC 2025","failed","Sun Aug 31 20:11:13 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"Update an existing report","3142","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Aug 31 20:11:15 UTC 2025","failed","Sun Aug 31 20:11:18 UTC 2025","v1 > Report > Update Report","Bank Admin","",""
"","80","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Aug 31 20:10:57 UTC 2025","passed","Sun Aug 31 20:10:57 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","83","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Aug 31 20:10:45 UTC 2025","failed","Sun Aug 31 20:10:45 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","81","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Aug 31 20:11:09 UTC 2025","passed","Sun Aug 31 20:11:09 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"Create a new report","83","Create Report - No auth","QA|Nova Bank - Infopool","Sun Aug 31 20:11:14 UTC 2025","failed","Sun Aug 31 20:11:14 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","83","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sun Aug 31 20:10:58 UTC 2025","failed","Sun Aug 31 20:10:58 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","79","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun Aug 31 20:11:12 UTC 2025","failed","Sun Aug 31 20:11:12 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","84","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Aug 31 20:11:09 UTC 2025","failed","Sun Aug 31 20:11:09 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","80","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Aug 31 20:10:56 UTC 2025","passed","Sun Aug 31 20:10:56 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","81","Get Report Data - No auth","QA|Nova Bank - Infopool","Sun Aug 31 20:11:21 UTC 2025","passed","Sun Aug 31 20:11:22 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","83","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Aug 31 20:11:10 UTC 2025","failed","Sun Aug 31 20:11:10 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","78","audit-search","QA|Nova Bank - Infopool","Sun Aug 31 20:10:54 UTC 2025","passed","Sun Aug 31 20:10:54 UTC 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","81","Get role by ID - no auth","QA|Nova Bank - Infopool","Sun Aug 31 20:11:12 UTC 2025","passed","Sun Aug 31 20:11:12 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","80","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun Aug 31 20:11:14 UTC 2025","passed","Sun Aug 31 20:11:14 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","82","Create organization - no name","QA|Nova Bank - Infopool","Sun Aug 31 20:11:08 UTC 2025","failed","Sun Aug 31 20:11:08 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","82","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Aug 31 20:10:56 UTC 2025","failed","Sun Aug 31 20:10:56 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","82","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Aug 31 20:10:59 UTC 2025","failed","Sun Aug 31 20:10:59 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","81","Update profile - successful","QA|Nova Bank - Infopool","Sun Aug 31 20:10:46 UTC 2025","failed","Sun Aug 31 20:10:47 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","83","Update profile - No Auth","QA|Nova Bank - Infopool","Sun Aug 31 20:10:53 UTC 2025","failed","Sun Aug 31 20:10:53 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","81","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Aug 31 20:10:58 UTC 2025","failed","Sun Aug 31 20:10:58 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","85","Update user - invalid action","QA|Nova Bank - Infopool","Sun Aug 31 20:11:07 UTC 2025","failed","Sun Aug 31 20:11:07 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","81","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Aug 31 20:10:59 UTC 2025","passed","Sun Aug 31 20:10:59 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","85","Create  organization","QA|Nova Bank - Infopool","Sun Aug 31 20:11:08 UTC 2025","failed","Sun Aug 31 20:11:08 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","82","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Aug 31 20:10:59 UTC 2025","failed","Sun Aug 31 20:10:59 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","81","No auth - update role","QA|Nova Bank - Infopool","Sun Aug 31 20:11:08 UTC 2025","failed","Sun Aug 31 20:11:08 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","77","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Aug 31 20:10:54 UTC 2025","passed","Sun Aug 31 20:10:54 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","93","Invalid email format","QA|Nova Bank - Infopool","Sun Aug 31 20:10:44 UTC 2025","failed","Sun Aug 31 20:10:44 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","83","update role","QA|Nova Bank - Infopool","Sun Aug 31 20:11:07 UTC 2025","failed","Sun Aug 31 20:11:08 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","82","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Aug 31 20:11:10 UTC 2025","failed","Sun Aug 31 20:11:10 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","80","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Sun Aug 31 20:11:22 UTC 2025","failed","Sun Aug 31 20:11:22 UTC 2025","","corporate Adjustment","",""
"","79","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Aug 31 20:10:59 UTC 2025","failed","Sun Aug 31 20:10:59 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","87","Create organization - empty description","QA|Nova Bank - Infopool","Sun Aug 31 20:11:08 UTC 2025","failed","Sun Aug 31 20:11:08 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","83","verify OTP","QA|Nova Bank - Infopool","Sun Aug 31 20:10:45 UTC 2025","failed","Sun Aug 31 20:10:45 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","82","Create roles","QA|Nova Bank - Infopool","Sun Aug 31 20:11:11 UTC 2025","failed","Sun Aug 31 20:11:11 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","84","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Aug 31 20:11:10 UTC 2025","passed","Sun Aug 31 20:11:10 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","82","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sun Aug 31 20:11:00 UTC 2025","failed","Sun Aug 31 20:11:00 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","83","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Aug 31 20:11:10 UTC 2025","failed","Sun Aug 31 20:11:11 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Create a new report","82","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Aug 31 20:11:14 UTC 2025","failed","Sun Aug 31 20:11:15 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","83","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sun Aug 31 20:10:54 UTC 2025","failed","Sun Aug 31 20:10:54 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","86","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Aug 31 20:10:54 UTC 2025","passed","Sun Aug 31 20:10:54 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","81","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Aug 31 20:11:10 UTC 2025","passed","Sun Aug 31 20:11:10 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","82","Create organization - empty street value","QA|Nova Bank - Infopool","Sun Aug 31 20:11:09 UTC 2025","failed","Sun Aug 31 20:11:09 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","80","Logout session successfully","QA|Nova Bank - Infopool","Sun Aug 31 20:11:13 UTC 2025","failed","Sun Aug 31 20:11:13 UTC 2025","v1 > Logout","Bank Admin","",""
"","84","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Aug 31 20:10:54 UTC 2025","failed","Sun Aug 31 20:10:54 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","80","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Aug 31 20:10:56 UTC 2025","passed","Sun Aug 31 20:10:56 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","84","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun Aug 31 20:11:12 UTC 2025","failed","Sun Aug 31 20:11:12 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"Create a new report","80","Create Report - Duplicate name","QA|Nova Bank - Infopool","Sun Aug 31 20:11:14 UTC 2025","failed","Sun Aug 31 20:11:14 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","3173","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Aug 31 20:11:04 UTC 2025","failed","Sun Aug 31 20:11:07 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","82","Update Issue","QA|Nova Bank - Infopool","Sun Aug 31 20:10:56 UTC 2025","failed","Sun Aug 31 20:10:56 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Get a paginated list of reports with optional filtering","83","Get Report Objects - Question","QA|Nova Bank - Infopool","Sun Aug 31 20:11:13 UTC 2025","failed","Sun Aug 31 20:11:14 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","85","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Aug 31 20:10:55 UTC 2025","failed","Sun Aug 31 20:10:55 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","82","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Aug 31 20:10:57 UTC 2025","failed","Sun Aug 31 20:10:57 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","82","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Aug 31 20:10:56 UTC 2025","failed","Sun Aug 31 20:10:56 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","81","Fetch all organizations","QA|Nova Bank - Infopool","Sun Aug 31 20:11:09 UTC 2025","failed","Sun Aug 31 20:11:09 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","81","Logout session - no session","QA|Nova Bank - Infopool","Sun Aug 31 20:11:13 UTC 2025","failed","Sun Aug 31 20:11:13 UTC 2025","v1 > Logout","Bank Admin","",""
"","80","Get role by ID - successful","QA|Nova Bank - Infopool","Sun Aug 31 20:11:12 UTC 2025","failed","Sun Aug 31 20:11:12 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","83","Get Reports Stats","QA|Nova Bank - Infopool","Sun Aug 31 20:11:13 UTC 2025","failed","Sun Aug 31 20:11:13 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"Delete a report (soft delete)","81","Delete Report","QA|Nova Bank - Infopool","Sun Aug 31 20:11:18 UTC 2025","failed","Sun Aug 31 20:11:18 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","80","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Aug 31 20:10:59 UTC 2025","passed","Sun Aug 31 20:10:59 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","79","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Aug 31 20:11:00 UTC 2025","passed","Sun Aug 31 20:11:00 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","81","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Aug 31 20:10:59 UTC 2025","passed","Sun Aug 31 20:10:59 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","90","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Sun Aug 31 20:11:00 UTC 2025","passed","Sun Aug 31 20:11:00 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","84","Change password - successful","QA|Nova Bank - Infopool","Sun Aug 31 20:10:46 UTC 2025","failed","Sun Aug 31 20:10:46 UTC 2025","v1 > Profile > Password","Bank User","",""
"","82","Get roles - successful","QA|Nova Bank - Infopool","Sun Aug 31 20:11:11 UTC 2025","passed","Sun Aug 31 20:11:11 UTC 2025","v1 > Roles > Get roles","Bank Admin","",""
"","82","No auth - get all category","QA|Nova Bank - Infopool","Sun Aug 31 20:11:13 UTC 2025","passed","Sun Aug 31 20:11:13 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","81","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Aug 31 20:11:10 UTC 2025","failed","Sun Aug 31 20:11:10 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","81","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Aug 31 20:11:12 UTC 2025","failed","Sun Aug 31 20:11:12 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","82","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Aug 31 20:11:08 UTC 2025","failed","Sun Aug 31 20:11:08 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","130","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Aug 31 20:10:55 UTC 2025","failed","Sun Aug 31 20:10:55 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","94","Get Issue by ID","QA|Nova Bank - Infopool","Sun Aug 31 20:10:56 UTC 2025","failed","Sun Aug 31 20:10:56 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
