"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","92","Update user - empty action field","QA|Nova Bank - Infopool","Wed May 14 16:14:18 GMT 2025","failed","Wed May 14 16:14:19 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","86","Create organization - name already exists","QA|Nova Bank - Infopool","Wed May 14 16:14:19 GMT 2025","passed","Wed May 14 16:14:19 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","87","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed May 14 16:14:09 GMT 2025","passed","Wed May 14 16:14:09 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"Get a specific report by ID","90","Get Report by ID","QA|Nova Bank - Infopool","Wed May 14 16:14:32 GMT 2025","failed","Wed May 14 16:14:32 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"Delete a report (soft delete)","87","Delete Report","QA|Nova Bank - Infopool","Wed May 14 16:14:40 GMT 2025","failed","Wed May 14 16:14:40 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","87","Export Report Data - No auth","QA|Nova Bank - Infopool","Wed May 14 16:14:40 GMT 2025","passed","Wed May 14 16:14:40 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","94","Search Customers","QA|Nova Bank - Infopool","Wed May 14 16:14:09 GMT 2025","failed","Wed May 14 16:14:09 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","87","Get profile - user not logged in","QA|Nova Bank - Infopool","Wed May 14 16:13:56 GMT 2025","passed","Wed May 14 16:13:56 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","91","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Wed May 14 16:14:24 GMT 2025","failed","Wed May 14 16:14:24 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"Get a specific report by ID","90","Get Report by UUID","QA|Nova Bank - Infopool","Wed May 14 16:14:32 GMT 2025","failed","Wed May 14 16:14:32 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","86","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed May 14 16:14:10 GMT 2025","passed","Wed May 14 16:14:10 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","97","Change password - successful","QA|Nova Bank - Infopool","Wed May 14 16:13:55 GMT 2025","failed","Wed May 14 16:13:56 GMT 2025","v1 > Profile > Password","Bank User","",""
"","94","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Wed May 14 16:14:00 GMT 2025","failed","Wed May 14 16:14:00 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","91","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Wed May 14 16:14:20 GMT 2025","failed","Wed May 14 16:14:20 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","92","Get all permissions","QA|Nova Bank - Infopool","Wed May 14 16:14:24 GMT 2025","failed","Wed May 14 16:14:24 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","91","Search Customers","QA|Nova Bank - Infopool","Wed May 14 16:14:08 GMT 2025","failed","Wed May 14 16:14:08 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","8","New Request","QA|Nova Bank - Infopool","Wed May 14 16:13:54 GMT 2025","broken","Wed May 14 16:13:54 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","85","No Auth - Update definition","QA|Nova Bank - Infopool","Wed May 14 16:14:17 GMT 2025","passed","Wed May 14 16:14:17 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","91","Create organization - empty street value","QA|Nova Bank - Infopool","Wed May 14 16:14:20 GMT 2025","failed","Wed May 14 16:14:20 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","91","Update organization details by ID - successful","QA|Nova Bank - Infopool","Wed May 14 16:14:21 GMT 2025","failed","Wed May 14 16:14:21 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","93","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Wed May 14 16:14:40 GMT 2025","failed","Wed May 14 16:14:40 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","84","Logout session - no session","QA|Nova Bank - Infopool","Wed May 14 16:14:25 GMT 2025","passed","Wed May 14 16:14:25 GMT 2025","v1 > Logout","Bank Admin","",""
"","88","No Auth - Change password","QA|Nova Bank - Infopool","Wed May 14 16:13:56 GMT 2025","passed","Wed May 14 16:13:56 GMT 2025","v1 > Profile > Password","Bank User","",""
"Create a new report","91","Create Report","QA|Nova Bank - Infopool","Wed May 14 16:14:39 GMT 2025","failed","Wed May 14 16:14:39 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","92","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Wed May 14 16:14:21 GMT 2025","failed","Wed May 14 16:14:21 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Delete a report (soft delete)","87","Delete Report -No auth","QA|Nova Bank - Infopool","Wed May 14 16:14:40 GMT 2025","failed","Wed May 14 16:14:40 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","91","Create organization - empty description","QA|Nova Bank - Infopool","Wed May 14 16:14:19 GMT 2025","failed","Wed May 14 16:14:20 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","91","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Wed May 14 16:14:21 GMT 2025","failed","Wed May 14 16:14:21 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Update an existing report","87","Update Report - No auth","QA|Nova Bank - Infopool","Wed May 14 16:14:39 GMT 2025","passed","Wed May 14 16:14:40 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","483","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Wed May 14 16:13:59 GMT 2025","failed","Wed May 14 16:14:00 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","87","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Wed May 14 16:14:08 GMT 2025","passed","Wed May 14 16:14:08 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","94","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Wed May 14 16:14:09 GMT 2025","failed","Wed May 14 16:14:09 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","90","Fetch all users","QA|Nova Bank - Infopool","Wed May 14 16:14:18 GMT 2025","failed","Wed May 14 16:14:18 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","84","Get roles - No Auth","QA|Nova Bank - Infopool","Wed May 14 16:14:23 GMT 2025","passed","Wed May 14 16:14:23 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","90","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Wed May 14 16:14:22 GMT 2025","failed","Wed May 14 16:14:23 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","89","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Wed May 14 16:14:09 GMT 2025","passed","Wed May 14 16:14:10 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","95","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 14 16:13:55 GMT 2025","passed","Wed May 14 16:13:55 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","88","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Wed May 14 16:14:17 GMT 2025","failed","Wed May 14 16:14:17 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","91","Get Report Objects - Question","QA|Nova Bank - Infopool","Wed May 14 16:14:31 GMT 2025","failed","Wed May 14 16:14:31 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","90","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Wed May 14 16:13:55 GMT 2025","passed","Wed May 14 16:13:55 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","96","Update profile","QA|Nova Bank - Infopool","Wed May 14 16:13:57 GMT 2025","failed","Wed May 14 16:13:57 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","89","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Wed May 14 16:14:20 GMT 2025","passed","Wed May 14 16:14:20 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","95","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Wed May 14 16:14:08 GMT 2025","failed","Wed May 14 16:14:08 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"Get a specific report by ID","87","Get Report by ID - No auth","QA|Nova Bank - Infopool","Wed May 14 16:14:32 GMT 2025","passed","Wed May 14 16:14:32 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","93","Fetch Customer By ID","QA|Nova Bank - Infopool","Wed May 14 16:14:09 GMT 2025","failed","Wed May 14 16:14:09 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","89","Fetch all organizations","QA|Nova Bank - Infopool","Wed May 14 16:14:20 GMT 2025","failed","Wed May 14 16:14:20 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","3171","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Wed May 14 16:14:28 GMT 2025","failed","Wed May 14 16:14:31 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","89","Get permission by ID - successful","QA|Nova Bank - Infopool","Wed May 14 16:14:24 GMT 2025","failed","Wed May 14 16:14:24 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","95","Empty current password - Change password","QA|Nova Bank - Infopool","Wed May 14 16:13:56 GMT 2025","failed","Wed May 14 16:13:56 GMT 2025","v1 > Profile > Password","Bank User","",""
"","89","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Wed May 14 16:13:58 GMT 2025","passed","Wed May 14 16:13:58 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a paginated list of reports with optional filtering","86","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Wed May 14 16:14:31 GMT 2025","passed","Wed May 14 16:14:31 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","90","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Wed May 14 16:14:01 GMT 2025","passed","Wed May 14 16:14:01 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","87","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed May 14 16:14:08 GMT 2025","passed","Wed May 14 16:14:09 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","87","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Wed May 14 16:14:09 GMT 2025","passed","Wed May 14 16:14:09 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","91","Fetch Customers Transactions","QA|Nova Bank - Infopool","Wed May 14 16:14:09 GMT 2025","failed","Wed May 14 16:14:09 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","93","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Wed May 14 16:14:20 GMT 2025","failed","Wed May 14 16:14:21 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","96","Add attachment to issue","QA|Nova Bank - Infopool","Wed May 14 16:14:01 GMT 2025","failed","Wed May 14 16:14:01 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","3200","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Wed May 14 16:14:05 GMT 2025","failed","Wed May 14 16:14:08 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","89","Get events - no auth","QA|Nova Bank - Infopool","Wed May 14 16:13:57 GMT 2025","passed","Wed May 14 16:13:57 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","88","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Wed May 14 16:14:02 GMT 2025","passed","Wed May 14 16:14:02 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","92","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 14 16:13:55 GMT 2025","passed","Wed May 14 16:13:55 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Update an existing report","88","Update Report","QA|Nova Bank - Infopool","Wed May 14 16:14:39 GMT 2025","passed","Wed May 14 16:14:39 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","6231","Get single definition","QA|Nova Bank - Infopool","Wed May 14 16:14:11 GMT 2025","failed","Wed May 14 16:14:17 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","85","No auth - update role","QA|Nova Bank - Infopool","Wed May 14 16:14:19 GMT 2025","passed","Wed May 14 16:14:19 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","86","Health","QA|Nova Bank - Infopool","Wed May 14 16:14:10 GMT 2025","passed","Wed May 14 16:14:10 GMT 2025","v1 > Health","Bank Admin","",""
"","92","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Wed May 14 16:13:54 GMT 2025","passed","Wed May 14 16:13:54 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","91","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Wed May 14 16:14:21 GMT 2025","failed","Wed May 14 16:14:21 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","98","Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed May 14 16:14:01 GMT 2025","failed","Wed May 14 16:14:01 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","91","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Wed May 14 16:13:57 GMT 2025","failed","Wed May 14 16:13:57 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","94","get all category","QA|Nova Bank - Infopool","Wed May 14 16:14:24 GMT 2025","failed","Wed May 14 16:14:24 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","92","Remove user from an organization - successful","QA|Nova Bank - Infopool","Wed May 14 16:14:22 GMT 2025","failed","Wed May 14 16:14:22 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","92","Get events - invalid start date","QA|Nova Bank - Infopool","Wed May 14 16:13:57 GMT 2025","failed","Wed May 14 16:13:57 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","94","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Wed May 14 16:14:21 GMT 2025","failed","Wed May 14 16:14:21 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","95","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed May 14 16:14:01 GMT 2025","failed","Wed May 14 16:14:01 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"Create a new report","86","Create Report - No auth","QA|Nova Bank - Infopool","Wed May 14 16:14:39 GMT 2025","passed","Wed May 14 16:14:39 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","89","Logout session successfully","QA|Nova Bank - Infopool","Wed May 14 16:14:25 GMT 2025","failed","Wed May 14 16:14:25 GMT 2025","v1 > Logout","Bank Admin","",""
"","88","audit trail - No Auth","QA|Nova Bank - Infopool","Wed May 14 16:13:58 GMT 2025","passed","Wed May 14 16:13:58 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","88","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Wed May 14 16:13:58 GMT 2025","passed","Wed May 14 16:13:58 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","86","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed May 14 16:14:01 GMT 2025","passed","Wed May 14 16:14:01 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","93","Update user - invalid action","QA|Nova Bank - Infopool","Wed May 14 16:14:18 GMT 2025","failed","Wed May 14 16:14:18 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"Get a specific report by ID","83","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Wed May 14 16:14:32 GMT 2025","passed","Wed May 14 16:14:32 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","84","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Wed May 14 16:14:22 GMT 2025","passed","Wed May 14 16:14:22 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","94","Create  organization","QA|Nova Bank - Infopool","Wed May 14 16:14:19 GMT 2025","failed","Wed May 14 16:14:19 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","92","get user role","QA|Nova Bank - Infopool","Wed May 14 16:14:19 GMT 2025","failed","Wed May 14 16:14:19 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","89","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Wed May 14 16:14:24 GMT 2025","failed","Wed May 14 16:14:24 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"Delete a report (soft delete)","91","Delete Report - Invalid id","QA|Nova Bank - Infopool","Wed May 14 16:14:40 GMT 2025","failed","Wed May 14 16:14:40 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"Create a new report","92","Create Report - Duplicate name","QA|Nova Bank - Infopool","Wed May 14 16:14:39 GMT 2025","failed","Wed May 14 16:14:39 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","92","No user credentials","QA|Nova Bank - Infopool","Wed May 14 16:13:54 GMT 2025","passed","Wed May 14 16:13:54 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","91","Create organization - no name","QA|Nova Bank - Infopool","Wed May 14 16:14:19 GMT 2025","failed","Wed May 14 16:14:19 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","84","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Wed May 14 16:14:22 GMT 2025","passed","Wed May 14 16:14:22 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
