"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","87","Export Report Data - No auth","QA|Nova Bank - Infopool","Sun Apr 20 20:26:40 GMT 2025","passed","Sun Apr 20 20:26:40 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","221","Update profile - successful","QA|Nova Bank - Infopool","Sun Apr 20 20:25:38 GMT 2025","passed","Sun Apr 20 20:25:38 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","108","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Apr 20 20:25:37 GMT 2025","passed","Sun Apr 20 20:25:38 GMT 2025","v1 > Profile > Password","Bank User","",""
"","184","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Apr 20 20:25:37 GMT 2025","passed","Sun Apr 20 20:25:37 GMT 2025","v1 > Profile > Password","Bank User","",""
"","97","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Apr 20 20:26:18 GMT 2025","passed","Sun Apr 20 20:26:18 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","132","Create  organization","QA|Nova Bank - Infopool","Sun Apr 20 20:26:15 GMT 2025","passed","Sun Apr 20 20:26:15 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Delete a report (soft delete)","106","Delete Report - Invalid id","QA|Nova Bank - Infopool","Sun Apr 20 20:26:37 GMT 2025","passed","Sun Apr 20 20:26:37 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","88","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Apr 20 20:25:49 GMT 2025","passed","Sun Apr 20 20:25:49 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","107","Create roles - empty name field","QA|Nova Bank - Infopool","Sun Apr 20 20:26:19 GMT 2025","passed","Sun Apr 20 20:26:20 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","100","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Apr 20 20:25:52 GMT 2025","passed","Sun Apr 20 20:25:52 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","89","Update profile - no auth","QA|Nova Bank - Infopool","Sun Apr 20 20:25:38 GMT 2025","passed","Sun Apr 20 20:25:38 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","89","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Apr 20 20:25:49 GMT 2025","passed","Sun Apr 20 20:25:49 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","183","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Apr 20 20:25:35 GMT 2025","passed","Sun Apr 20 20:25:36 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","216","Export Report Data","QA|Nova Bank - Infopool","Sun Apr 20 20:26:40 GMT 2025","failed","Sun Apr 20 20:26:40 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","121","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Apr 20 20:25:36 GMT 2025","passed","Sun Apr 20 20:25:36 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","91","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Sun Apr 20 20:25:40 GMT 2025","passed","Sun Apr 20 20:25:40 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","119","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Apr 20 20:26:17 GMT 2025","passed","Sun Apr 20 20:26:18 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","84","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Apr 20 20:26:16 GMT 2025","passed","Sun Apr 20 20:26:16 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","104","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Apr 20 20:26:13 GMT 2025","passed","Sun Apr 20 20:26:13 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","86","Health","QA|Nova Bank - Infopool","Sun Apr 20 20:26:06 GMT 2025","passed","Sun Apr 20 20:26:06 GMT 2025","v1 > Health","Bank Admin","",""
"","124","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Apr 20 20:25:52 GMT 2025","passed","Sun Apr 20 20:25:52 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","100","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Apr 20 20:25:36 GMT 2025","passed","Sun Apr 20 20:25:36 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","95","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Apr 20 20:25:51 GMT 2025","passed","Sun Apr 20 20:25:51 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","111","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Apr 20 20:26:15 GMT 2025","passed","Sun Apr 20 20:26:16 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Create a new report","125","Create Report","QA|Nova Bank - Infopool","Sun Apr 20 20:26:30 GMT 2025","passed","Sun Apr 20 20:26:30 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","83","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Apr 20 20:26:18 GMT 2025","passed","Sun Apr 20 20:26:18 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","101","Get Reports","QA|Nova Bank - Infopool","Sun Apr 20 20:26:28 GMT 2025","passed","Sun Apr 20 20:26:28 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","90","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sun Apr 20 20:25:40 GMT 2025","passed","Sun Apr 20 20:25:40 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","86","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Apr 20 20:25:49 GMT 2025","passed","Sun Apr 20 20:25:49 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","99","get all category","QA|Nova Bank - Infopool","Sun Apr 20 20:26:27 GMT 2025","passed","Sun Apr 20 20:26:27 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","112","Create roles - Existing role","QA|Nova Bank - Infopool","Sun Apr 20 20:26:19 GMT 2025","passed","Sun Apr 20 20:26:19 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","92","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Apr 20 20:25:40 GMT 2025","passed","Sun Apr 20 20:25:40 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","102","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Apr 20 20:26:13 GMT 2025","passed","Sun Apr 20 20:26:13 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","87","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Sun Apr 20 20:25:50 GMT 2025","passed","Sun Apr 20 20:25:50 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","89","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Apr 20 20:25:38 GMT 2025","passed","Sun Apr 20 20:25:38 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","104","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Apr 20 20:25:51 GMT 2025","passed","Sun Apr 20 20:25:51 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","109","Update profile - invalid phone number","QA|Nova Bank - Infopool","Sun Apr 20 20:25:38 GMT 2025","passed","Sun Apr 20 20:25:39 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","194","Invalid credentials","QA|Nova Bank - Infopool","Sun Apr 20 20:25:35 GMT 2025","passed","Sun Apr 20 20:25:35 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","99","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Apr 20 20:25:36 GMT 2025","passed","Sun Apr 20 20:25:36 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","123","Search Customers","QA|Nova Bank - Infopool","Sun Apr 20 20:25:51 GMT 2025","passed","Sun Apr 20 20:25:51 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","86","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Apr 20 20:26:13 GMT 2025","passed","Sun Apr 20 20:26:13 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","103","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun Apr 20 20:26:26 GMT 2025","failed","Sun Apr 20 20:26:26 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"Update an existing report","87","Update Report - No auth","QA|Nova Bank - Infopool","Sun Apr 20 20:26:37 GMT 2025","passed","Sun Apr 20 20:26:37 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","102","Fetch all organizations","QA|Nova Bank - Infopool","Sun Apr 20 20:26:16 GMT 2025","passed","Sun Apr 20 20:26:16 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","103","Update user - empty action field","QA|Nova Bank - Infopool","Sun Apr 20 20:26:14 GMT 2025","passed","Sun Apr 20 20:26:14 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","86","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Apr 20 20:26:17 GMT 2025","passed","Sun Apr 20 20:26:17 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","87","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Apr 20 20:25:53 GMT 2025","passed","Sun Apr 20 20:25:53 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","132","audit trail","QA|Nova Bank - Infopool","Sun Apr 20 20:25:40 GMT 2025","passed","Sun Apr 20 20:25:40 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","141","Update role status","QA|Nova Bank - Infopool","Sun Apr 20 20:26:20 GMT 2025","passed","Sun Apr 20 20:26:20 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","120","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Apr 20 20:26:18 GMT 2025","passed","Sun Apr 20 20:26:18 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","1002","Create a New Issue","QA|Nova Bank - Infopool","Sun Apr 20 20:25:40 GMT 2025","passed","Sun Apr 20 20:25:41 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","85","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Apr 20 20:25:52 GMT 2025","passed","Sun Apr 20 20:25:52 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","2011","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Sun Apr 20 20:26:38 GMT 2025","passed","Sun Apr 20 20:26:40 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","88","Get events - no auth","QA|Nova Bank - Infopool","Sun Apr 20 20:25:39 GMT 2025","passed","Sun Apr 20 20:25:39 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","89","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Apr 20 20:26:18 GMT 2025","passed","Sun Apr 20 20:26:18 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","178","Get events - successful","QA|Nova Bank - Infopool","Sun Apr 20 20:25:39 GMT 2025","passed","Sun Apr 20 20:25:39 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","124","Update Customer Comment","QA|Nova Bank - Infopool","Sun Apr 20 20:25:50 GMT 2025","passed","Sun Apr 20 20:25:50 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","137","Forgot password - successful","QA|Nova Bank - Infopool","Sun Apr 20 20:25:35 GMT 2025","passed","Sun Apr 20 20:25:35 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","95","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Apr 20 20:26:27 GMT 2025","failed","Sun Apr 20 20:26:27 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","97","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Sun Apr 20 20:26:13 GMT 2025","passed","Sun Apr 20 20:26:13 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","106","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Apr 20 20:26:14 GMT 2025","passed","Sun Apr 20 20:26:15 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","911","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Apr 20 20:25:52 GMT 2025","passed","Sun Apr 20 20:25:53 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","109","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Apr 20 20:26:19 GMT 2025","passed","Sun Apr 20 20:26:19 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","85","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun Apr 20 20:26:27 GMT 2025","passed","Sun Apr 20 20:26:27 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","167","Search Customers","QA|Nova Bank - Infopool","Sun Apr 20 20:25:51 GMT 2025","passed","Sun Apr 20 20:25:51 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","95","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Apr 20 20:25:36 GMT 2025","passed","Sun Apr 20 20:25:36 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Update an existing report","109","Update Report","QA|Nova Bank - Infopool","Sun Apr 20 20:26:37 GMT 2025","passed","Sun Apr 20 20:26:37 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","100","Update Issue","QA|Nova Bank - Infopool","Sun Apr 20 20:25:49 GMT 2025","failed","Sun Apr 20 20:25:49 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Create a new report","106","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Apr 20 20:26:37 GMT 2025","passed","Sun Apr 20 20:26:37 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"Get a specific report by ID","96","Get Report by ID","QA|Nova Bank - Infopool","Sun Apr 20 20:26:29 GMT 2025","passed","Sun Apr 20 20:26:29 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","97","Get role by ID - successful","QA|Nova Bank - Infopool","Sun Apr 20 20:26:23 GMT 2025","passed","Sun Apr 20 20:26:23 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","3198","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Apr 20 20:26:02 GMT 2025","passed","Sun Apr 20 20:26:06 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","95","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Apr 20 20:25:35 GMT 2025","passed","Sun Apr 20 20:25:35 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","87","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Apr 20 20:26:13 GMT 2025","passed","Sun Apr 20 20:26:13 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","109","Create organization - no country ID","QA|Nova Bank - Infopool","Sun Apr 20 20:26:16 GMT 2025","passed","Sun Apr 20 20:26:16 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","97","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun Apr 20 20:25:45 GMT 2025","passed","Sun Apr 20 20:25:45 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","298","Change password - successful","QA|Nova Bank - Infopool","Sun Apr 20 20:25:37 GMT 2025","passed","Sun Apr 20 20:25:37 GMT 2025","v1 > Profile > Password","Bank User","",""
"","87","Create roles - No auth","QA|Nova Bank - Infopool","Sun Apr 20 20:26:19 GMT 2025","passed","Sun Apr 20 20:26:19 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","89","No Auth - Change password","QA|Nova Bank - Infopool","Sun Apr 20 20:25:37 GMT 2025","passed","Sun Apr 20 20:25:37 GMT 2025","v1 > Profile > Password","Bank User","",""
"","121","Update definition","QA|Nova Bank - Infopool","Sun Apr 20 20:26:13 GMT 2025","passed","Sun Apr 20 20:26:13 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","105","Create organization - no name","QA|Nova Bank - Infopool","Sun Apr 20 20:26:15 GMT 2025","passed","Sun Apr 20 20:26:15 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","117","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Apr 20 20:25:50 GMT 2025","passed","Sun Apr 20 20:25:50 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","85","audit trail - No Auth","QA|Nova Bank - Infopool","Sun Apr 20 20:25:40 GMT 2025","passed","Sun Apr 20 20:25:40 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"Get a specific report by ID","85","Get Report by ID - No auth","QA|Nova Bank - Infopool","Sun Apr 20 20:26:29 GMT 2025","passed","Sun Apr 20 20:26:29 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","97","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Apr 20 20:25:36 GMT 2025","passed","Sun Apr 20 20:25:36 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","86","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Apr 20 20:26:18 GMT 2025","passed","Sun Apr 20 20:26:18 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","6162","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Apr 20 20:25:56 GMT 2025","failed","Sun Apr 20 20:26:02 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","261","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Apr 20 20:25:41 GMT 2025","passed","Sun Apr 20 20:25:42 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","86","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Apr 20 20:26:18 GMT 2025","passed","Sun Apr 20 20:26:18 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","246","category by id","QA|Nova Bank - Infopool","Sun Apr 20 20:26:27 GMT 2025","passed","Sun Apr 20 20:26:27 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","108","Create organization - empty description","QA|Nova Bank - Infopool","Sun Apr 20 20:26:15 GMT 2025","passed","Sun Apr 20 20:26:15 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","7","New Request","QA|Nova Bank - Infopool","Sun Apr 20 20:25:35 GMT 2025","broken","Sun Apr 20 20:25:35 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"Delete a report (soft delete)","117","Delete Report","QA|Nova Bank - Infopool","Sun Apr 20 20:26:37 GMT 2025","passed","Sun Apr 20 20:26:37 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
