"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","103","Get events - invalid end date","QA|Nova Bank - Infopool","Thu Jun 05 15:50:29 GMT 2025","passed","Thu Jun 05 15:50:29 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","34","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Thu Jun 05 15:50:45 GMT 2025","passed","Thu Jun 05 15:50:45 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","37","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Thu Jun 05 15:50:44 GMT 2025","failed","Thu Jun 05 15:50:44 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","144","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 15:50:27 GMT 2025","failed","Thu Jun 05 15:50:28 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","69","Update organization details by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 15:50:46 GMT 2025","passed","Thu Jun 05 15:50:46 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","36","Invalid name - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 15:50:32 GMT 2025","failed","Thu Jun 05 15:50:32 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","6219","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Thu Jun 05 15:50:38 GMT 2025","passed","Thu Jun 05 15:50:44 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","420","Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 15:50:30 GMT 2025","passed","Thu Jun 05 15:50:30 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","36","No Auth - Get all Issues","QA|Nova Bank - Infopool","Thu Jun 05 15:50:31 GMT 2025","passed","Thu Jun 05 15:50:31 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","43","Update user - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 15:50:45 GMT 2025","passed","Thu Jun 05 15:50:45 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","85","Forgot password - successful","QA|Nova Bank - Infopool","Thu Jun 05 15:50:27 GMT 2025","failed","Thu Jun 05 15:50:27 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","40","Update user - empty action field","QA|Nova Bank - Infopool","Thu Jun 05 15:50:45 GMT 2025","passed","Thu Jun 05 15:50:45 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","91","Get profile - successfully","QA|Nova Bank - Infopool","Thu Jun 05 15:50:28 GMT 2025","passed","Thu Jun 05 15:50:28 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","50","Add Comment to Customer","QA|Nova Bank - Infopool","Thu Jun 05 15:50:31 GMT 2025","failed","Thu Jun 05 15:50:32 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","41","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 15:50:30 GMT 2025","passed","Thu Jun 05 15:50:30 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","37","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 15:50:30 GMT 2025","passed","Thu Jun 05 15:50:30 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","37","Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 15:50:31 GMT 2025","failed","Thu Jun 05 15:50:31 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","42","Get single definition","QA|Nova Bank - Infopool","Thu Jun 05 15:50:44 GMT 2025","passed","Thu Jun 05 15:50:44 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","572","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Thu Jun 05 15:50:32 GMT 2025","passed","Thu Jun 05 15:50:33 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","45","Invalid email format","QA|Nova Bank - Infopool","Thu Jun 05 15:50:27 GMT 2025","passed","Thu Jun 05 15:50:27 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","52","Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 15:50:32 GMT 2025","passed","Thu Jun 05 15:50:32 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","52","Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 15:50:32 GMT 2025","passed","Thu Jun 05 15:50:32 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","35","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 15:50:32 GMT 2025","passed","Thu Jun 05 15:50:32 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","37","Add attachment to issue","QA|Nova Bank - Infopool","Thu Jun 05 15:50:31 GMT 2025","failed","Thu Jun 05 15:50:31 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","34","Update user - no auth","QA|Nova Bank - Infopool","Thu Jun 05 15:50:45 GMT 2025","passed","Thu Jun 05 15:50:45 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","42","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Thu Jun 05 15:50:31 GMT 2025","passed","Thu Jun 05 15:50:31 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","73","verifyOTP","QA|Nova Bank - Infopool","Thu Jun 05 15:50:27 GMT 2025","passed","Thu Jun 05 15:50:27 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","35","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Thu Jun 05 15:50:47 GMT 2025","passed","Thu Jun 05 15:50:47 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","38","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 15:50:30 GMT 2025","passed","Thu Jun 05 15:50:30 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","42","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Thu Jun 05 15:50:46 GMT 2025","passed","Thu Jun 05 15:50:46 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","61","Fetch all users","QA|Nova Bank - Infopool","Thu Jun 05 15:50:45 GMT 2025","passed","Thu Jun 05 15:50:45 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","104","Weak password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 15:50:28 GMT 2025","passed","Thu Jun 05 15:50:28 GMT 2025","v1 > Profile > Password","Bank User","",""
"","43","Empty new password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 15:50:28 GMT 2025","passed","Thu Jun 05 15:50:28 GMT 2025","v1 > Profile > Password","Bank User","",""
"","36","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 15:50:31 GMT 2025","failed","Thu Jun 05 15:50:31 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","70","Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 15:50:27 GMT 2025","passed","Thu Jun 05 15:50:27 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","42","Update profile - Invalid file size","QA|Nova Bank - Infopool","Thu Jun 05 15:50:29 GMT 2025","passed","Thu Jun 05 15:50:29 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","35","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Thu Jun 05 15:50:31 GMT 2025","passed","Thu Jun 05 15:50:31 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","37","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 15:50:27 GMT 2025","passed","Thu Jun 05 15:50:27 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","45","Get profile roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 15:50:28 GMT 2025","passed","Thu Jun 05 15:50:28 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","35","Update Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 15:50:32 GMT 2025","failed","Thu Jun 05 15:50:32 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","34","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Thu Jun 05 15:50:32 GMT 2025","failed","Thu Jun 05 15:50:32 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","48","Get all definitions","QA|Nova Bank - Infopool","Thu Jun 05 15:50:44 GMT 2025","passed","Thu Jun 05 15:50:44 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","35","Update Customer Comment Copy","QA|Nova Bank - Infopool","Thu Jun 05 15:50:32 GMT 2025","passed","Thu Jun 05 15:50:32 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","35","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Thu Jun 05 15:50:31 GMT 2025","passed","Thu Jun 05 15:50:31 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","46","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Thu Jun 05 15:50:47 GMT 2025","passed","Thu Jun 05 15:50:47 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
