"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","84","Create roles - No auth","QA|Nova Bank - Infopool","Sun Sep 21 20:11:40 UTC 2025","failed","Sun Sep 21 20:11:40 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","84","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Sep 21 20:11:18 UTC 2025","failed","Sun Sep 21 20:11:18 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","86","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Sep 21 20:11:32 UTC 2025","failed","Sun Sep 21 20:11:32 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","86","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Sep 21 20:11:30 UTC 2025","failed","Sun Sep 21 20:11:30 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","85","Get Report Data - Question","QA|Nova Bank - Infopool","Sun Sep 21 20:11:44 UTC 2025","failed","Sun Sep 21 20:11:44 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","93","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Sep 21 20:11:13 UTC 2025","failed","Sun Sep 21 20:11:13 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","89","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Sep 21 20:11:14 UTC 2025","failed","Sun Sep 21 20:11:14 UTC 2025","v1 > Profile > Password","Bank User","",""
"","86","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Sun Sep 21 20:11:45 UTC 2025","failed","Sun Sep 21 20:11:45 UTC 2025","","corporate Adjustment","",""
"","86","Create organization - no country ID","QA|Nova Bank - Infopool","Sun Sep 21 20:11:31 UTC 2025","failed","Sun Sep 21 20:11:31 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","86","Get all permissions","QA|Nova Bank - Infopool","Sun Sep 21 20:11:41 UTC 2025","failed","Sun Sep 21 20:11:41 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","84","No auth - get user role","QA|Nova Bank - Infopool","Sun Sep 21 20:11:30 UTC 2025","passed","Sun Sep 21 20:11:30 UTC 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","88","Add attachment to issue","QA|Nova Bank - Infopool","Sun Sep 21 20:11:19 UTC 2025","failed","Sun Sep 21 20:11:19 UTC 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","86","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Sep 21 20:11:15 UTC 2025","failed","Sun Sep 21 20:11:15 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","3173","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Sep 21 20:11:23 UTC 2025","failed","Sun Sep 21 20:11:26 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","86","Update user - empty action field","QA|Nova Bank - Infopool","Sun Sep 21 20:11:30 UTC 2025","failed","Sun Sep 21 20:11:30 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"Get a specific report by ID","85","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Sun Sep 21 20:11:43 UTC 2025","failed","Sun Sep 21 20:11:43 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","84","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Sep 21 20:11:33 UTC 2025","failed","Sun Sep 21 20:11:33 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"Create a new report","86","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Sep 21 20:11:43 UTC 2025","failed","Sun Sep 21 20:11:44 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","84","Add Comment to Issue","QA|Nova Bank - Infopool","Sun Sep 21 20:11:19 UTC 2025","failed","Sun Sep 21 20:11:19 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","85","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Sun Sep 21 20:11:19 UTC 2025","failed","Sun Sep 21 20:11:19 UTC 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","90","Forgot password - successful","QA|Nova Bank - Infopool","Sun Sep 21 20:11:13 UTC 2025","failed","Sun Sep 21 20:11:13 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","86","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Sep 21 20:11:31 UTC 2025","failed","Sun Sep 21 20:11:31 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","85","Weak password - Change password","QA|Nova Bank - Infopool","Sun Sep 21 20:11:14 UTC 2025","failed","Sun Sep 21 20:11:14 UTC 2025","v1 > Profile > Password","Bank User","",""
"","84","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Sep 21 20:11:29 UTC 2025","failed","Sun Sep 21 20:11:29 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","84","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Sep 21 20:11:29 UTC 2025","passed","Sun Sep 21 20:11:29 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","84","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Sep 21 20:11:32 UTC 2025","failed","Sun Sep 21 20:11:32 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","87","Get Report Data - No auth","QA|Nova Bank - Infopool","Sun Sep 21 20:11:44 UTC 2025","passed","Sun Sep 21 20:11:44 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","84","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Sep 21 20:11:20 UTC 2025","passed","Sun Sep 21 20:11:20 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","84","Export Report Data - No auth","QA|Nova Bank - Infopool","Sun Sep 21 20:11:45 UTC 2025","passed","Sun Sep 21 20:11:45 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","84","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sun Sep 21 20:11:32 UTC 2025","failed","Sun Sep 21 20:11:32 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","88","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Sep 21 20:11:13 UTC 2025","failed","Sun Sep 21 20:11:14 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","83","Get role by ID - successful","QA|Nova Bank - Infopool","Sun Sep 21 20:11:41 UTC 2025","failed","Sun Sep 21 20:11:41 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"Create a new report","85","Create Report","QA|Nova Bank - Infopool","Sun Sep 21 20:11:43 UTC 2025","failed","Sun Sep 21 20:11:43 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","89","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Sep 21 20:11:13 UTC 2025","failed","Sun Sep 21 20:11:13 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","85","Get events - no auth","QA|Nova Bank - Infopool","Sun Sep 21 20:11:16 UTC 2025","passed","Sun Sep 21 20:11:16 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","87","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Sep 21 20:11:13 UTC 2025","failed","Sun Sep 21 20:11:13 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","87","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Sep 21 20:11:33 UTC 2025","failed","Sun Sep 21 20:11:33 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","91","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Sep 21 20:11:29 UTC 2025","failed","Sun Sep 21 20:11:29 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","85","Get profile - successfully","QA|Nova Bank - Infopool","Sun Sep 21 20:11:15 UTC 2025","failed","Sun Sep 21 20:11:15 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","85","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sun Sep 21 20:11:17 UTC 2025","failed","Sun Sep 21 20:11:17 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","85","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sun Sep 21 20:11:33 UTC 2025","failed","Sun Sep 21 20:11:34 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","86","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Sep 21 20:11:19 UTC 2025","failed","Sun Sep 21 20:11:19 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","86","Create organization - empty street value","QA|Nova Bank - Infopool","Sun Sep 21 20:11:31 UTC 2025","failed","Sun Sep 21 20:11:31 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","82","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Sep 21 20:11:27 UTC 2025","passed","Sun Sep 21 20:11:27 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","85","Get all definitions","QA|Nova Bank - Infopool","Sun Sep 21 20:11:28 UTC 2025","failed","Sun Sep 21 20:11:28 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","86","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun Sep 21 20:11:31 UTC 2025","failed","Sun Sep 21 20:11:31 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","84","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Sep 21 20:11:23 UTC 2025","failed","Sun Sep 21 20:11:23 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","94","verifyOTP","QA|Nova Bank - Infopool","Sun Sep 21 20:11:12 UTC 2025","failed","Sun Sep 21 20:11:13 UTC 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","92","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Sep 21 20:11:27 UTC 2025","failed","Sun Sep 21 20:11:27 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","87","Search Customers","QA|Nova Bank - Infopool","Sun Sep 21 20:11:26 UTC 2025","failed","Sun Sep 21 20:11:26 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","3173","Get roles - successful","QA|Nova Bank - Infopool","Sun Sep 21 20:11:37 UTC 2025","passed","Sun Sep 21 20:11:40 UTC 2025","v1 > Roles > Get roles","Bank Admin","",""
"","85","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Sep 21 20:11:33 UTC 2025","failed","Sun Sep 21 20:11:33 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","6726","Successful login","QA|Nova Bank - Infopool","Sun Sep 21 20:11:05 UTC 2025","failed","Sun Sep 21 20:11:12 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","84","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Sep 21 20:11:32 UTC 2025","failed","Sun Sep 21 20:11:32 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Delete a report (soft delete)","84","Delete Report - Invalid id","QA|Nova Bank - Infopool","Sun Sep 21 20:11:44 UTC 2025","failed","Sun Sep 21 20:11:44 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","83","No_auth_add_comments","QA|Nova Bank - Infopool","Sun Sep 21 20:11:19 UTC 2025","failed","Sun Sep 21 20:11:19 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","83","No auth - get all category","QA|Nova Bank - Infopool","Sun Sep 21 20:11:42 UTC 2025","passed","Sun Sep 21 20:11:42 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","87","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Sun Sep 21 20:11:45 UTC 2025","failed","Sun Sep 21 20:11:45 UTC 2025","","corporate Adjustment","",""
"","87","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun Sep 21 20:11:32 UTC 2025","failed","Sun Sep 21 20:11:32 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","87","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Sep 21 20:11:26 UTC 2025","failed","Sun Sep 21 20:11:26 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","84","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Sep 21 20:11:27 UTC 2025","failed","Sun Sep 21 20:11:28 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","193","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Sep 21 20:11:17 UTC 2025","failed","Sun Sep 21 20:11:18 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","85","successful dashboard embed","QA|Nova Bank - Infopool","Sun Sep 21 20:11:28 UTC 2025","failed","Sun Sep 21 20:11:28 UTC 2025","embed dashboard","Bank User","",""
"","84","update role","QA|Nova Bank - Infopool","Sun Sep 21 20:11:30 UTC 2025","failed","Sun Sep 21 20:11:30 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","84","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Sep 21 20:11:27 UTC 2025","failed","Sun Sep 21 20:11:27 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"Delete a report (soft delete)","83","Delete Report","QA|Nova Bank - Infopool","Sun Sep 21 20:11:44 UTC 2025","failed","Sun Sep 21 20:11:44 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","84","search Corporate Adjustment","QA|Nova Bank - Infopool","Sun Sep 21 20:11:45 UTC 2025","failed","Sun Sep 21 20:11:45 UTC 2025","","corporate Adjustment","",""
"","507","Create a New Issue","QA|Nova Bank - Infopool","Sun Sep 21 20:11:17 UTC 2025","failed","Sun Sep 21 20:11:17 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","85","No auth - Update role status","QA|Nova Bank - Infopool","Sun Sep 21 20:11:41 UTC 2025","failed","Sun Sep 21 20:11:41 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"Get a paginated list of reports with optional filtering","86","Get Reports - No auth","QA|Nova Bank - Infopool","Sun Sep 21 20:11:42 UTC 2025","passed","Sun Sep 21 20:11:42 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","85","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Sun Sep 21 20:11:45 UTC 2025","failed","Sun Sep 21 20:11:45 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","87","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Sun Sep 21 20:11:16 UTC 2025","failed","Sun Sep 21 20:11:17 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","98","Invalid email format","QA|Nova Bank - Infopool","Sun Sep 21 20:11:12 UTC 2025","failed","Sun Sep 21 20:11:12 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","86","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Sep 21 20:11:32 UTC 2025","failed","Sun Sep 21 20:11:32 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","3166","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Sep 21 20:11:20 UTC 2025","failed","Sun Sep 21 20:11:23 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","85","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Sep 21 20:11:29 UTC 2025","failed","Sun Sep 21 20:11:29 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","84","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Sep 21 20:11:18 UTC 2025","passed","Sun Sep 21 20:11:18 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","84","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Sep 21 20:11:33 UTC 2025","failed","Sun Sep 21 20:11:33 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","85","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Sep 21 20:11:30 UTC 2025","failed","Sun Sep 21 20:11:30 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","84","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Sep 21 20:11:18 UTC 2025","passed","Sun Sep 21 20:11:18 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","85","Update profile - No Auth","QA|Nova Bank - Infopool","Sun Sep 21 20:11:15 UTC 2025","failed","Sun Sep 21 20:11:15 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","84","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun Sep 21 20:11:27 UTC 2025","failed","Sun Sep 21 20:11:27 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","85","Create roles","QA|Nova Bank - Infopool","Sun Sep 21 20:11:40 UTC 2025","failed","Sun Sep 21 20:11:40 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","86","Get events - successful","QA|Nova Bank - Infopool","Sun Sep 21 20:11:15 UTC 2025","failed","Sun Sep 21 20:11:16 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"Get a specific report by ID","85","Get Report by UUID","QA|Nova Bank - Infopool","Sun Sep 21 20:11:43 UTC 2025","failed","Sun Sep 21 20:11:43 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","86","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Sep 21 20:11:32 UTC 2025","failed","Sun Sep 21 20:11:32 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","85","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Sep 21 20:11:19 UTC 2025","failed","Sun Sep 21 20:11:19 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","85","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sun Sep 21 20:11:28 UTC 2025","failed","Sun Sep 21 20:11:29 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","88","verify OTP","QA|Nova Bank - Infopool","Sun Sep 21 20:11:14 UTC 2025","failed","Sun Sep 21 20:11:14 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","85","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Sep 21 20:11:34 UTC 2025","failed","Sun Sep 21 20:11:34 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","82","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Sep 21 20:11:41 UTC 2025","failed","Sun Sep 21 20:11:41 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","85","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun Sep 21 20:11:41 UTC 2025","failed","Sun Sep 21 20:11:41 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","88","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Sep 21 20:11:13 UTC 2025","failed","Sun Sep 21 20:11:13 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","85","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Sep 21 20:11:30 UTC 2025","failed","Sun Sep 21 20:11:31 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","91","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Sep 21 20:11:18 UTC 2025","failed","Sun Sep 21 20:11:18 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","84","Search Customers","QA|Nova Bank - Infopool","Sun Sep 21 20:11:27 UTC 2025","failed","Sun Sep 21 20:11:27 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","95","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Sep 21 20:11:16 UTC 2025","passed","Sun Sep 21 20:11:16 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","84","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun Sep 21 20:11:41 UTC 2025","passed","Sun Sep 21 20:11:41 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","83","Logout session successfully","QA|Nova Bank - Infopool","Sun Sep 21 20:11:42 UTC 2025","failed","Sun Sep 21 20:11:42 UTC 2025","v1 > Logout","Bank Admin","",""
