"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","167","verifyOTP","QA|Nova Bank - Infopool","Sun Jun 08 21:30:50 GMT 2025","passed","Sun Jun 08 21:30:51 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"Get a specific report by ID","24","Get Report by UUID","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","25","Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:32:17 GMT 2025","passed","Sun Jun 08 21:32:17 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","48","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:31:05 GMT 2025","passed","Sun Jun 08 21:31:05 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a paginated list of reports with optional filtering","25","Get Report Objects - Question","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","26","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 21:32:18 GMT 2025","passed","Sun Jun 08 21:32:18 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","25","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:32:19 GMT 2025","passed","Sun Jun 08 21:32:19 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","161","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:31:09 GMT 2025","passed","Sun Jun 08 21:31:09 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","52","Get events - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:30:57 GMT 2025","passed","Sun Jun 08 21:30:57 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","32","Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 21:31:06 GMT 2025","failed","Sun Jun 08 21:31:06 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","42","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:31:05 GMT 2025","passed","Sun Jun 08 21:31:05 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a paginated list of reports with optional filtering","25","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","23","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 21:32:17 GMT 2025","passed","Sun Jun 08 21:32:17 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","28","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:32:18 GMT 2025","passed","Sun Jun 08 21:32:18 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","25","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:32:18 GMT 2025","passed","Sun Jun 08 21:32:18 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","24","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 21:32:19 GMT 2025","passed","Sun Jun 08 21:32:19 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","25","Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:32:17 GMT 2025","passed","Sun Jun 08 21:32:17 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","473","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:30:54 GMT 2025","passed","Sun Jun 08 21:30:54 GMT 2025","v1 > Profile > Password","Bank User","",""
"","26","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:32:18 GMT 2025","passed","Sun Jun 08 21:32:18 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","113","Get profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:30:55 GMT 2025","passed","Sun Jun 08 21:30:56 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","30","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Jun 08 21:32:19 GMT 2025","passed","Sun Jun 08 21:32:19 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","3149","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:30:58 GMT 2025","passed","Sun Jun 08 21:31:01 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","27","Create organization - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 21:32:18 GMT 2025","passed","Sun Jun 08 21:32:18 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","23","Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 21:32:18 GMT 2025","passed","Sun Jun 08 21:32:18 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","55","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 21:31:06 GMT 2025","passed","Sun Jun 08 21:31:07 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","1228","Successful login","QA|Nova Bank - Infopool","Sun Jun 08 21:30:42 GMT 2025","passed","Sun Jun 08 21:30:44 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","28","Create roles - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:32:19 GMT 2025","passed","Sun Jun 08 21:32:19 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","37","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Jun 08 21:30:51 GMT 2025","passed","Sun Jun 08 21:30:51 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","43","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:31:08 GMT 2025","failed","Sun Jun 08 21:31:08 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","33","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:31:09 GMT 2025","passed","Sun Jun 08 21:31:09 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","327","Update profile - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:30:56 GMT 2025","passed","Sun Jun 08 21:30:56 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","239","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:31:10 GMT 2025","failed","Sun Jun 08 21:31:10 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","40","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:30:52 GMT 2025","passed","Sun Jun 08 21:30:52 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Get a specific report by ID","25","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","288","Forgot password - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:30:51 GMT 2025","failed","Sun Jun 08 21:30:51 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","24","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:32:19 GMT 2025","passed","Sun Jun 08 21:32:19 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","27","Get Reports","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","557","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:31:05 GMT 2025","failed","Sun Jun 08 21:31:06 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","42","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:31:09 GMT 2025","failed","Sun Jun 08 21:31:09 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","52","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:31:07 GMT 2025","failed","Sun Jun 08 21:31:08 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","60","No_auth_add_comments","QA|Nova Bank - Infopool","Sun Jun 08 21:31:08 GMT 2025","passed","Sun Jun 08 21:31:08 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","26","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:21 GMT 2025","","corporate Adjustment","",""
"","27","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:32:17 GMT 2025","passed","Sun Jun 08 21:32:17 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","227","Get events - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:30:56 GMT 2025","passed","Sun Jun 08 21:30:57 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","26","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:32:17 GMT 2025","passed","Sun Jun 08 21:32:17 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"Create a new report","25","Create Report","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","101","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 21:30:51 GMT 2025","passed","Sun Jun 08 21:30:51 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get a specific report by ID","25","Get Report by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","26","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:32:19 GMT 2025","passed","Sun Jun 08 21:32:19 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","34","No email - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 21:30:51 GMT 2025","passed","Sun Jun 08 21:30:51 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Create a new report","25","Create Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","52","Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:31:08 GMT 2025","failed","Sun Jun 08 21:31:08 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","23","get all category","QA|Nova Bank - Infopool","Sun Jun 08 21:32:19 GMT 2025","passed","Sun Jun 08 21:32:19 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","23","Get permission by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:32:19 GMT 2025","passed","Sun Jun 08 21:32:19 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","237","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Jun 08 21:31:09 GMT 2025","passed","Sun Jun 08 21:31:10 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","24","search Corporate Adjustment","QA|Nova Bank - Infopool","Sun Jun 08 21:32:21 GMT 2025","passed","Sun Jun 08 21:32:21 GMT 2025","","corporate Adjustment","",""
"","47","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 21:31:07 GMT 2025","failed","Sun Jun 08 21:31:07 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","25","Get Report Data - Question","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","368","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun Jun 08 21:31:13 GMT 2025","passed","Sun Jun 08 21:31:14 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","28","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Sun Jun 08 21:32:21 GMT 2025","passed","Sun Jun 08 21:32:21 GMT 2025","","corporate Adjustment","",""
"","26","No auth - category by id","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","30","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:30:53 GMT 2025","passed","Sun Jun 08 21:30:53 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","26","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun Jun 08 21:32:18 GMT 2025","passed","Sun Jun 08 21:32:18 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","26","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Get a paginated list of reports with optional filtering","26","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","27","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:32:18 GMT 2025","passed","Sun Jun 08 21:32:18 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Update an existing report","24","Update Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","26","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:32:17 GMT 2025","passed","Sun Jun 08 21:32:17 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","24","Logout session - no session","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Logout","Bank Admin","",""
"","26","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Jun 08 21:32:18 GMT 2025","passed","Sun Jun 08 21:32:18 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","24","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:32:18 GMT 2025","passed","Sun Jun 08 21:32:18 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","240","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Jun 08 21:30:57 GMT 2025","passed","Sun Jun 08 21:30:57 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","26","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:32:18 GMT 2025","passed","Sun Jun 08 21:32:18 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","25","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:32:17 GMT 2025","passed","Sun Jun 08 21:32:17 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","26","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","183","verify OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:30:52 GMT 2025","passed","Sun Jun 08 21:30:52 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","26","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:32:19 GMT 2025","passed","Sun Jun 08 21:32:19 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","180","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Jun 08 21:30:57 GMT 2025","passed","Sun Jun 08 21:30:57 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","26","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Jun 08 21:32:18 GMT 2025","passed","Sun Jun 08 21:32:18 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","24","successful dashboard embed","QA|Nova Bank - Infopool","Sun Jun 08 21:32:17 GMT 2025","passed","Sun Jun 08 21:32:17 GMT 2025","embed dashboard","Bank User","",""
"","27","Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 21:32:17 GMT 2025","passed","Sun Jun 08 21:32:17 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","344","audit-search","QA|Nova Bank - Infopool","Sun Jun 08 21:30:58 GMT 2025","passed","Sun Jun 08 21:30:58 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","28","Update user - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:32:18 GMT 2025","passed","Sun Jun 08 21:32:18 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","26","managers","QA|Nova Bank - Infopool","Sun Jun 08 21:32:19 GMT 2025","passed","Sun Jun 08 21:32:19 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","47","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:31:08 GMT 2025","failed","Sun Jun 08 21:31:08 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","153","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:30:55 GMT 2025","passed","Sun Jun 08 21:30:55 GMT 2025","v1 > Profile > Password","Bank User","",""
"","25","Get roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:32:19 GMT 2025","passed","Sun Jun 08 21:32:19 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","3146","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:31:01 GMT 2025","passed","Sun Jun 08 21:31:05 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a specific report by ID","27","Get Report by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","25","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Sun Jun 08 21:32:17 GMT 2025","passed","Sun Jun 08 21:32:18 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","48","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:31:09 GMT 2025","passed","Sun Jun 08 21:31:09 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","27","Export Report Data","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","failed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","141","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:31:09 GMT 2025","passed","Sun Jun 08 21:31:09 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"Get a specific report by ID","25","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","856","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 21:31:10 GMT 2025","passed","Sun Jun 08 21:31:11 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","27","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 21:32:17 GMT 2025","passed","Sun Jun 08 21:32:17 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","33","Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 21:32:18 GMT 2025","passed","Sun Jun 08 21:32:18 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","69","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:30:52 GMT 2025","passed","Sun Jun 08 21:30:52 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","27","Create roles","QA|Nova Bank - Infopool","Sun Jun 08 21:32:19 GMT 2025","passed","Sun Jun 08 21:32:19 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","145","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:31:08 GMT 2025","failed","Sun Jun 08 21:31:09 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","24","Health","QA|Nova Bank - Infopool","Sun Jun 08 21:32:17 GMT 2025","passed","Sun Jun 08 21:32:17 GMT 2025","v1 > Health","Bank Admin","",""
"Delete a report (soft delete)","24","Delete Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:32:20 GMT 2025","passed","Sun Jun 08 21:32:20 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","41","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:31:07 GMT 2025","failed","Sun Jun 08 21:31:07 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
