"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","failed","Wed Sep 17 18:46:36 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Get a specific report by ID","27","Get Report by ID - No auth","QA|Nova Bank - Infopool","Wed Sep 17 18:46:40 UTC 2025","passed","Wed Sep 17 18:46:40 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"Create a new report","31","Create Report - No auth","QA|Nova Bank - Infopool","Wed Sep 17 18:46:40 UTC 2025","failed","Wed Sep 17 18:46:40 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","30","search Corporate Adjustment","QA|Nova Bank - Infopool","Wed Sep 17 18:46:47 UTC 2025","failed","Wed Sep 17 18:46:47 UTC 2025","","corporate Adjustment","",""
"","30","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:39 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get a specific report by ID","28","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Wed Sep 17 18:46:40 UTC 2025","failed","Wed Sep 17 18:46:40 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","3099","Get Report Data - No auth","QA|Nova Bank - Infopool","Wed Sep 17 18:46:44 UTC 2025","passed","Wed Sep 17 18:46:47 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","30","Invalid current password - Change password","QA|Nova Bank - Infopool","Wed Sep 17 18:46:34 UTC 2025","failed","Wed Sep 17 18:46:34 UTC 2025","v1 > Profile > Password","Bank User","",""
"","30","Get all Issues","QA|Nova Bank - Infopool","Wed Sep 17 18:46:35 UTC 2025","failed","Wed Sep 17 18:46:35 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","30","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:39 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","27","get all category","QA|Nova Bank - Infopool","Wed Sep 17 18:46:40 UTC 2025","failed","Wed Sep 17 18:46:40 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","30","Update profile - no phone number","QA|Nova Bank - Infopool","Wed Sep 17 18:46:34 UTC 2025","failed","Wed Sep 17 18:46:34 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","30","Create organization - name already exists","QA|Nova Bank - Infopool","Wed Sep 17 18:46:38 UTC 2025","failed","Wed Sep 17 18:46:38 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","30","No auth - update role","QA|Nova Bank - Infopool","Wed Sep 17 18:46:38 UTC 2025","failed","Wed Sep 17 18:46:38 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","29","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Wed Sep 17 18:46:37 UTC 2025","passed","Wed Sep 17 18:46:37 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"Get a paginated list of reports with optional filtering","32","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Wed Sep 17 18:46:40 UTC 2025","failed","Wed Sep 17 18:46:40 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","29","Fetch Customers Channels","QA|Nova Bank - Infopool","Wed Sep 17 18:46:37 UTC 2025","failed","Wed Sep 17 18:46:37 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","31","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Wed Sep 17 18:46:38 UTC 2025","failed","Wed Sep 17 18:46:38 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","28","No_auth_add_comments","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","failed","Wed Sep 17 18:46:36 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","31","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","failed","Wed Sep 17 18:46:36 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","32","No Auth - Update Issue","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","failed","Wed Sep 17 18:46:36 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","30","Send user invitation token - successful","QA|Nova Bank - Infopool","Wed Sep 17 18:46:35 UTC 2025","failed","Wed Sep 17 18:46:35 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","30","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:40 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","29","Get roles - successful","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","passed","Wed Sep 17 18:46:39 UTC 2025","v1 > Roles > Get roles","Bank Admin","",""
"","30","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Wed Sep 17 18:46:38 UTC 2025","failed","Wed Sep 17 18:46:38 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","28","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Wed Sep 17 18:46:47 UTC 2025","failed","Wed Sep 17 18:46:47 UTC 2025","","corporate Adjustment","",""
"","30","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Wed Sep 17 18:46:34 UTC 2025","passed","Wed Sep 17 18:46:34 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","30","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed Sep 17 18:46:37 UTC 2025","failed","Wed Sep 17 18:46:37 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","28","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:39 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","30","Update role status","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:39 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"","31","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","passed","Wed Sep 17 18:46:36 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","30","Fetch all users","QA|Nova Bank - Infopool","Wed Sep 17 18:46:37 UTC 2025","failed","Wed Sep 17 18:46:37 UTC 2025","v1 > Users > Fetch users","Bank Admin","",""
"","33","Update Customer Comment","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","failed","Wed Sep 17 18:46:36 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","29","audit trail - No Auth","QA|Nova Bank - Infopool","Wed Sep 17 18:46:35 UTC 2025","passed","Wed Sep 17 18:46:35 UTC 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","3113","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Wed Sep 17 18:46:41 UTC 2025","failed","Wed Sep 17 18:46:44 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","32","Update user - ID does not exist","QA|Nova Bank - Infopool","Wed Sep 17 18:46:37 UTC 2025","failed","Wed Sep 17 18:46:38 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","29","Invalid name - Search Customers","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","failed","Wed Sep 17 18:46:36 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","29","Create roles - No auth","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:39 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","38","No email - Forgot Password","QA|Nova Bank - Infopool","Wed Sep 17 18:46:33 UTC 2025","failed","Wed Sep 17 18:46:33 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","33","Forgot password - successful","QA|Nova Bank - Infopool","Wed Sep 17 18:46:33 UTC 2025","failed","Wed Sep 17 18:46:33 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get a paginated list of reports with optional filtering","28","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Wed Sep 17 18:46:40 UTC 2025","passed","Wed Sep 17 18:46:40 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","29","Get events - no auth","QA|Nova Bank - Infopool","Wed Sep 17 18:46:34 UTC 2025","passed","Wed Sep 17 18:46:35 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","34","Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Sep 17 18:46:34 UTC 2025","failed","Wed Sep 17 18:46:34 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","29","Fetch Customer Comments","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","failed","Wed Sep 17 18:46:36 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","30","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","failed","Wed Sep 17 18:46:36 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","31","Create organization - no country ID","QA|Nova Bank - Infopool","Wed Sep 17 18:46:38 UTC 2025","failed","Wed Sep 17 18:46:38 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","30","update role","QA|Nova Bank - Infopool","Wed Sep 17 18:46:38 UTC 2025","failed","Wed Sep 17 18:46:38 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","30","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Wed Sep 17 18:46:35 UTC 2025","failed","Wed Sep 17 18:46:35 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","27","Get permission by ID - No auth","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","passed","Wed Sep 17 18:46:39 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","29","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","failed","Wed Sep 17 18:46:36 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","27","Search Customers","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","failed","Wed Sep 17 18:46:36 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","32","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:39 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","31","Add attachment to issue","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","failed","Wed Sep 17 18:46:36 UTC 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","30","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:39 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","30","Update organization details by ID - successful","QA|Nova Bank - Infopool","Wed Sep 17 18:46:38 UTC 2025","failed","Wed Sep 17 18:46:38 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","29","Fetch all users in an organization","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:39 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","27","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","passed","Wed Sep 17 18:46:39 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","36","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Sep 17 18:46:34 UTC 2025","failed","Wed Sep 17 18:46:34 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","31","successful dashboard embed","QA|Nova Bank - Infopool","Wed Sep 17 18:46:37 UTC 2025","failed","Wed Sep 17 18:46:37 UTC 2025","embed dashboard","Bank User","",""
"","28","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:39 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","30","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Wed Sep 17 18:46:38 UTC 2025","failed","Wed Sep 17 18:46:38 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","31","Remove user from an organization - successful","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:39 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","28","Fetch user by ID - successful","QA|Nova Bank - Infopool","Wed Sep 17 18:46:37 UTC 2025","failed","Wed Sep 17 18:46:37 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","32","Add user to an organization - no auth","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:39 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","27","No auth - managers","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","passed","Wed Sep 17 18:46:39 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"Get a specific report by ID","28","Get Report by UUID","QA|Nova Bank - Infopool","Wed Sep 17 18:46:40 UTC 2025","failed","Wed Sep 17 18:46:40 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"Delete a report (soft delete)","29","Delete Report - Invalid id","QA|Nova Bank - Infopool","Wed Sep 17 18:46:41 UTC 2025","failed","Wed Sep 17 18:46:41 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","29","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:39 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","30","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Wed Sep 17 18:46:35 UTC 2025","failed","Wed Sep 17 18:46:35 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","29","Export Report Data","QA|Nova Bank - Infopool","Wed Sep 17 18:46:47 UTC 2025","failed","Wed Sep 17 18:46:47 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","29","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Wed Sep 17 18:46:38 UTC 2025","failed","Wed Sep 17 18:46:38 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","29","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","failed","Wed Sep 17 18:46:36 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","32","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed Sep 17 18:46:37 UTC 2025","passed","Wed Sep 17 18:46:37 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"Get a paginated list of reports with optional filtering","30","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Wed Sep 17 18:46:40 UTC 2025","failed","Wed Sep 17 18:46:40 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","30","Delete Customer Comment","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","failed","Wed Sep 17 18:46:36 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"Delete a report (soft delete)","28","Delete Report","QA|Nova Bank - Infopool","Wed Sep 17 18:46:40 UTC 2025","failed","Wed Sep 17 18:46:40 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","28","Get profile - No Auth","QA|Nova Bank - Infopool","Wed Sep 17 18:46:34 UTC 2025","passed","Wed Sep 17 18:46:34 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","28","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Wed Sep 17 18:46:38 UTC 2025","failed","Wed Sep 17 18:46:38 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","30","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Wed Sep 17 18:46:37 UTC 2025","failed","Wed Sep 17 18:46:37 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","31","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:39 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","31","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Wed Sep 17 18:46:37 UTC 2025","failed","Wed Sep 17 18:46:37 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","29","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","passed","Wed Sep 17 18:46:37 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","28","Get roles - No Auth","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","passed","Wed Sep 17 18:46:39 UTC 2025","v1 > Roles > Get roles","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","31","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Wed Sep 17 18:46:34 UTC 2025","failed","Wed Sep 17 18:46:34 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","32","Get Report Data - Question","QA|Nova Bank - Infopool","Wed Sep 17 18:46:41 UTC 2025","failed","Wed Sep 17 18:46:41 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","35","Update profile - Invalid file size","QA|Nova Bank - Infopool","Wed Sep 17 18:46:34 UTC 2025","failed","Wed Sep 17 18:46:34 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","30","Update profile - successful","QA|Nova Bank - Infopool","Wed Sep 17 18:46:34 UTC 2025","failed","Wed Sep 17 18:46:34 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","42","Invalid credentials","QA|Nova Bank - Infopool","Wed Sep 17 18:46:33 UTC 2025","failed","Wed Sep 17 18:46:33 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","27","No Auth - Get all definitions","QA|Nova Bank - Infopool","Wed Sep 17 18:46:37 UTC 2025","passed","Wed Sep 17 18:46:37 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","29","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:39 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","30","Export Report Data - No auth","QA|Nova Bank - Infopool","Wed Sep 17 18:46:47 UTC 2025","passed","Wed Sep 17 18:46:47 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","30","Get all permissions","QA|Nova Bank - Infopool","Wed Sep 17 18:46:40 UTC 2025","failed","Wed Sep 17 18:46:40 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","28","No auth - category by id","QA|Nova Bank - Infopool","Wed Sep 17 18:46:40 UTC 2025","passed","Wed Sep 17 18:46:40 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","30","Update role status - role does not exist","QA|Nova Bank - Infopool","Wed Sep 17 18:46:39 UTC 2025","failed","Wed Sep 17 18:46:39 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"","28","Create organization - empty street value","QA|Nova Bank - Infopool","Wed Sep 17 18:46:38 UTC 2025","failed","Wed Sep 17 18:46:38 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","35","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Wed Sep 17 18:46:33 UTC 2025","failed","Wed Sep 17 18:46:33 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","29","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Wed Sep 17 18:46:38 UTC 2025","failed","Wed Sep 17 18:46:38 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","31","Add Comment to Issue","QA|Nova Bank - Infopool","Wed Sep 17 18:46:36 UTC 2025","failed","Wed Sep 17 18:46:36 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","28","Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed Sep 17 18:46:37 UTC 2025","failed","Wed Sep 17 18:46:37 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
