"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25","Health","QA|Nova Bank - Infopool","Sun Jun 08 21:38:25 GMT 2025","passed","Sun Jun 08 21:38:25 GMT 2025","v1 > Health","Bank Admin","",""
"","262","Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:37:09 GMT 2025","passed","Sun Jun 08 21:37:09 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","46","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:37:01 GMT 2025","passed","Sun Jun 08 21:37:01 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","26","Get Report Data - Question","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","55","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:37:11 GMT 2025","failed","Sun Jun 08 21:37:11 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","25","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun Jun 08 21:38:26 GMT 2025","passed","Sun Jun 08 21:38:26 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","27","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:38:26 GMT 2025","passed","Sun Jun 08 21:38:26 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","25","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:27 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","52","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:37:10 GMT 2025","failed","Sun Jun 08 21:37:10 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","24","Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:38:25 GMT 2025","passed","Sun Jun 08 21:38:25 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","24","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:27 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","6247","Invalid email format","QA|Nova Bank - Infopool","Sun Jun 08 21:36:46 GMT 2025","passed","Sun Jun 08 21:36:53 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","24","Logout session - no session","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Logout","Bank Admin","",""
"Update an existing report","21","Update Report","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","25","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jun 08 21:38:26 GMT 2025","passed","Sun Jun 08 21:38:26 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","26","Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:38:25 GMT 2025","passed","Sun Jun 08 21:38:25 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Get a paginated list of reports with optional filtering","25","Get Report Objects - Question","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","48","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:36:55 GMT 2025","passed","Sun Jun 08 21:36:55 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","109","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:37:08 GMT 2025","passed","Sun Jun 08 21:37:08 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","161","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:37:11 GMT 2025","passed","Sun Jun 08 21:37:11 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","227","verify OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:36:55 GMT 2025","passed","Sun Jun 08 21:36:55 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","24","No auth - update role","QA|Nova Bank - Infopool","Sun Jun 08 21:38:26 GMT 2025","passed","Sun Jun 08 21:38:26 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","26","Create organization - no country ID","QA|Nova Bank - Infopool","Sun Jun 08 21:38:26 GMT 2025","passed","Sun Jun 08 21:38:26 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","50","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:37:04 GMT 2025","passed","Sun Jun 08 21:37:04 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","36","Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:37:09 GMT 2025","failed","Sun Jun 08 21:37:09 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","66","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Jun 08 21:36:58 GMT 2025","passed","Sun Jun 08 21:36:59 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","1132","reset password","QA|Nova Bank - Infopool","Sun Jun 08 21:36:53 GMT 2025","passed","Sun Jun 08 21:36:54 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","59","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:37:11 GMT 2025","passed","Sun Jun 08 21:37:12 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","43","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:36:55 GMT 2025","passed","Sun Jun 08 21:36:55 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","235","Forgot password - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:36:53 GMT 2025","failed","Sun Jun 08 21:36:53 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","26","Get roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:27 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","32","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:37:09 GMT 2025","failed","Sun Jun 08 21:37:09 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","26","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:27 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","26","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:27 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","25","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 21:38:26 GMT 2025","passed","Sun Jun 08 21:38:26 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","238","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Jun 08 21:36:59 GMT 2025","passed","Sun Jun 08 21:37:00 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","52","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:36:58 GMT 2025","passed","Sun Jun 08 21:36:58 GMT 2025","v1 > Profile > Password","Bank User","",""
"","28","Get all permissions","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","24","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:27 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","118","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:36:54 GMT 2025","passed","Sun Jun 08 21:36:55 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","34","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:37:11 GMT 2025","passed","Sun Jun 08 21:37:11 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","25","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:27 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","180","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Jun 08 21:36:59 GMT 2025","passed","Sun Jun 08 21:36:59 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","27","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:38:25 GMT 2025","passed","Sun Jun 08 21:38:26 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","45","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Jun 08 21:36:58 GMT 2025","passed","Sun Jun 08 21:36:58 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","25","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:27 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","237","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Jun 08 21:36:59 GMT 2025","passed","Sun Jun 08 21:36:59 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","26","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:27 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","100","Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 21:37:09 GMT 2025","failed","Sun Jun 08 21:37:09 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"Update an existing report","25","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","45","Update profile - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:36:58 GMT 2025","passed","Sun Jun 08 21:36:58 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","25","No auth - category by id","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","854","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 21:37:12 GMT 2025","passed","Sun Jun 08 21:37:13 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","47","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:36:58 GMT 2025","passed","Sun Jun 08 21:36:58 GMT 2025","v1 > Profile > Password","Bank User","",""
"","31","Update profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:36:59 GMT 2025","passed","Sun Jun 08 21:36:59 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","25","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:27 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","254","verifyOTP","QA|Nova Bank - Infopool","Sun Jun 08 21:36:53 GMT 2025","passed","Sun Jun 08 21:36:53 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","29","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 21:37:15 GMT 2025","passed","Sun Jun 08 21:37:15 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"Get a paginated list of reports with optional filtering","29","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","27","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:27 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","238","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:37:12 GMT 2025","failed","Sun Jun 08 21:37:12 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","25","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:38:26 GMT 2025","passed","Sun Jun 08 21:38:26 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","24","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","23","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:27 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","24","Get role by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:27 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","37","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:37:09 GMT 2025","failed","Sun Jun 08 21:37:09 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","26","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","43","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 21:36:53 GMT 2025","passed","Sun Jun 08 21:36:53 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","237","audit trail","QA|Nova Bank - Infopool","Sun Jun 08 21:37:00 GMT 2025","passed","Sun Jun 08 21:37:00 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","40","Update Customer Comment Copy","QA|Nova Bank - Infopool","Sun Jun 08 21:37:10 GMT 2025","passed","Sun Jun 08 21:37:10 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Get a paginated list of reports with optional filtering","25","Get Reports Stats","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","25","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Jun 08 21:38:26 GMT 2025","passed","Sun Jun 08 21:38:26 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","54","Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:37:09 GMT 2025","failed","Sun Jun 08 21:37:09 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","66","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Jun 08 21:36:59 GMT 2025","passed","Sun Jun 08 21:36:59 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"Get a paginated list of reports with optional filtering","26","Get Reports","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","377","Get profile - successfully","QA|Nova Bank - Infopool","Sun Jun 08 21:36:58 GMT 2025","passed","Sun Jun 08 21:36:58 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","40","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:37:11 GMT 2025","passed","Sun Jun 08 21:37:11 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","25","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:27 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","136","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Jun 08 21:37:11 GMT 2025","passed","Sun Jun 08 21:37:11 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"Get a specific report by ID","26","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","25","Create roles","QA|Nova Bank - Infopool","Sun Jun 08 21:38:27 GMT 2025","passed","Sun Jun 08 21:38:27 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","240","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:37:07 GMT 2025","passed","Sun Jun 08 21:37:08 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","24","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","25","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:38:26 GMT 2025","passed","Sun Jun 08 21:38:26 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","29","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:38:26 GMT 2025","passed","Sun Jun 08 21:38:26 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","26","Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 21:38:26 GMT 2025","passed","Sun Jun 08 21:38:26 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","36","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:36:55 GMT 2025","passed","Sun Jun 08 21:36:55 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","24","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:38:25 GMT 2025","passed","Sun Jun 08 21:38:25 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","892","Successful login","QA|Nova Bank - Infopool","Sun Jun 08 21:36:45 GMT 2025","passed","Sun Jun 08 21:36:46 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","54","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:37:09 GMT 2025","failed","Sun Jun 08 21:37:09 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","26","Export Report Data","QA|Nova Bank - Infopool","Sun Jun 08 21:38:29 GMT 2025","failed","Sun Jun 08 21:38:29 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","3151","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:37:04 GMT 2025","passed","Sun Jun 08 21:37:07 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","23","get all category","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","31","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:37:09 GMT 2025","passed","Sun Jun 08 21:37:09 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","24","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Sun Jun 08 21:38:29 GMT 2025","passed","Sun Jun 08 21:38:29 GMT 2025","","corporate Adjustment","",""
"","23","category by id","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","66","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:36:55 GMT 2025","passed","Sun Jun 08 21:36:56 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","26","update role","QA|Nova Bank - Infopool","Sun Jun 08 21:38:26 GMT 2025","passed","Sun Jun 08 21:38:26 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","26","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:38:25 GMT 2025","passed","Sun Jun 08 21:38:25 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","26","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:38:26 GMT 2025","passed","Sun Jun 08 21:38:26 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","24","get user role","QA|Nova Bank - Infopool","Sun Jun 08 21:38:26 GMT 2025","passed","Sun Jun 08 21:38:26 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","24","Logout session successfully","QA|Nova Bank - Infopool","Sun Jun 08 21:38:28 GMT 2025","passed","Sun Jun 08 21:38:28 GMT 2025","v1 > Logout","Bank Admin","",""
