"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create a new report","24","Create Report - Duplicate name","QA|Nova Bank - Infopool","Sun Jun 08 21:41:31 GMT 2025","passed","Sun Jun 08 21:41:31 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","33","No Auth - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:39:58 GMT 2025","passed","Sun Jun 08 21:39:58 GMT 2025","v1 > Profile > Password","Bank User","",""
"","25","managers","QA|Nova Bank - Infopool","Sun Jun 08 21:41:30 GMT 2025","passed","Sun Jun 08 21:41:30 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"Update an existing report","23","Update Report","QA|Nova Bank - Infopool","Sun Jun 08 21:41:31 GMT 2025","passed","Sun Jun 08 21:41:31 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"Create a new report","25","Create Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:41:31 GMT 2025","passed","Sun Jun 08 21:41:31 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","41","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 21:40:12 GMT 2025","failed","Sun Jun 08 21:40:12 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","25","update role","QA|Nova Bank - Infopool","Sun Jun 08 21:41:29 GMT 2025","passed","Sun Jun 08 21:41:29 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","27","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun Jun 08 21:41:29 GMT 2025","passed","Sun Jun 08 21:41:29 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","1063","Successful login","QA|Nova Bank - Infopool","Sun Jun 08 21:39:47 GMT 2025","passed","Sun Jun 08 21:39:48 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","85","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Jun 08 21:40:14 GMT 2025","passed","Sun Jun 08 21:40:15 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","150","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Jun 08 21:40:09 GMT 2025","passed","Sun Jun 08 21:40:09 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","49","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:40:09 GMT 2025","passed","Sun Jun 08 21:40:09 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","52","Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:40:12 GMT 2025","failed","Sun Jun 08 21:40:12 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Update an existing report","25","Update Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:41:31 GMT 2025","passed","Sun Jun 08 21:41:31 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"Create a new report","26","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Jun 08 21:41:31 GMT 2025","passed","Sun Jun 08 21:41:31 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","71","Update profile - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:40:00 GMT 2025","passed","Sun Jun 08 21:40:00 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","75","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:40:14 GMT 2025","passed","Sun Jun 08 21:40:14 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","27","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:41:29 GMT 2025","passed","Sun Jun 08 21:41:29 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","25","Get Report Data - Question","QA|Nova Bank - Infopool","Sun Jun 08 21:41:31 GMT 2025","passed","Sun Jun 08 21:41:31 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","26","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:41:28 GMT 2025","passed","Sun Jun 08 21:41:28 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","64","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Jun 08 21:40:00 GMT 2025","passed","Sun Jun 08 21:40:00 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","25","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sun Jun 08 21:41:30 GMT 2025","passed","Sun Jun 08 21:41:30 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","27","Get Report Data - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:41:31 GMT 2025","passed","Sun Jun 08 21:41:31 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","25","Create organization - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 21:41:29 GMT 2025","passed","Sun Jun 08 21:41:29 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","23","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:41:28 GMT 2025","passed","Sun Jun 08 21:41:28 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","28","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 21:41:28 GMT 2025","passed","Sun Jun 08 21:41:28 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","33","audit trail - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:40:06 GMT 2025","passed","Sun Jun 08 21:40:06 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","44","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 21:39:55 GMT 2025","passed","Sun Jun 08 21:39:55 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","42","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:40:12 GMT 2025","failed","Sun Jun 08 21:40:12 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","54","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:40:14 GMT 2025","passed","Sun Jun 08 21:40:14 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","25","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:41:28 GMT 2025","passed","Sun Jun 08 21:41:28 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","34","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:39:57 GMT 2025","passed","Sun Jun 08 21:39:57 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","27","Get roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:41:30 GMT 2025","passed","Sun Jun 08 21:41:30 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","3133","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 21:41:25 GMT 2025","passed","Sun Jun 08 21:41:28 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","27","Create organization - empty street value","QA|Nova Bank - Infopool","Sun Jun 08 21:41:29 GMT 2025","passed","Sun Jun 08 21:41:29 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","27","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 21:41:29 GMT 2025","passed","Sun Jun 08 21:41:29 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","25","Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:41:28 GMT 2025","passed","Sun Jun 08 21:41:28 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","221","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:40:15 GMT 2025","failed","Sun Jun 08 21:40:15 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","26","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:41:28 GMT 2025","passed","Sun Jun 08 21:41:28 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","24","successful dashboard embed","QA|Nova Bank - Infopool","Sun Jun 08 21:41:28 GMT 2025","passed","Sun Jun 08 21:41:28 GMT 2025","embed dashboard","Bank User","",""
"","27","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:41:31 GMT 2025","passed","Sun Jun 08 21:41:31 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Get a paginated list of reports with optional filtering","26","Get Report Objects - Question","QA|Nova Bank - Infopool","Sun Jun 08 21:41:31 GMT 2025","passed","Sun Jun 08 21:41:31 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","52","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:39:57 GMT 2025","passed","Sun Jun 08 21:39:57 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","292","Get profile - successfully","QA|Nova Bank - Infopool","Sun Jun 08 21:39:59 GMT 2025","passed","Sun Jun 08 21:39:59 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","23","No auth - get user role","QA|Nova Bank - Infopool","Sun Jun 08 21:41:29 GMT 2025","passed","Sun Jun 08 21:41:29 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","260","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun Jun 08 21:40:18 GMT 2025","passed","Sun Jun 08 21:40:18 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"Get a specific report by ID","25","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:41:31 GMT 2025","passed","Sun Jun 08 21:41:31 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","25","Export Report Data - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:41:31 GMT 2025","passed","Sun Jun 08 21:41:31 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","30","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:40:12 GMT 2025","passed","Sun Jun 08 21:40:12 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","44","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:40:12 GMT 2025","failed","Sun Jun 08 21:40:12 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","436","Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:40:12 GMT 2025","passed","Sun Jun 08 21:40:12 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","43","Update profile - invalid phone number","QA|Nova Bank - Infopool","Sun Jun 08 21:40:00 GMT 2025","passed","Sun Jun 08 21:40:00 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","25","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 21:41:28 GMT 2025","passed","Sun Jun 08 21:41:28 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","26","Create roles","QA|Nova Bank - Infopool","Sun Jun 08 21:41:30 GMT 2025","passed","Sun Jun 08 21:41:30 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","471","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Jun 08 21:40:11 GMT 2025","failed","Sun Jun 08 21:40:11 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","37","No email - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 21:39:55 GMT 2025","passed","Sun Jun 08 21:39:55 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","24","Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:41:28 GMT 2025","passed","Sun Jun 08 21:41:28 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","180","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:40:14 GMT 2025","failed","Sun Jun 08 21:40:14 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","265","Invalid credentials","QA|Nova Bank - Infopool","Sun Jun 08 21:39:48 GMT 2025","passed","Sun Jun 08 21:39:48 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","25","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jun 08 21:41:29 GMT 2025","passed","Sun Jun 08 21:41:29 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","164","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:39:56 GMT 2025","passed","Sun Jun 08 21:39:56 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","53","Get events - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:40:01 GMT 2025","passed","Sun Jun 08 21:40:01 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","60","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:40:10 GMT 2025","passed","Sun Jun 08 21:40:10 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","155","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Jun 08 21:40:02 GMT 2025","passed","Sun Jun 08 21:40:02 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","25","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:41:29 GMT 2025","passed","Sun Jun 08 21:41:30 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","25","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:41:29 GMT 2025","passed","Sun Jun 08 21:41:29 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","29","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:40:15 GMT 2025","passed","Sun Jun 08 21:40:15 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","22","Logout session successfully","QA|Nova Bank - Infopool","Sun Jun 08 21:41:30 GMT 2025","passed","Sun Jun 08 21:41:30 GMT 2025","v1 > Logout","Bank Admin","",""
"","26","Update user - invalid action","QA|Nova Bank - Infopool","Sun Jun 08 21:41:29 GMT 2025","passed","Sun Jun 08 21:41:29 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","26","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:41:30 GMT 2025","passed","Sun Jun 08 21:41:30 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","24","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:41:31 GMT 2025","passed","Sun Jun 08 21:41:31 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"Update an existing report","24","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:41:31 GMT 2025","passed","Sun Jun 08 21:41:31 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","53","Update profile","QA|Nova Bank - Infopool","Sun Jun 08 21:40:00 GMT 2025","failed","Sun Jun 08 21:40:00 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","48","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 21:40:11 GMT 2025","passed","Sun Jun 08 21:40:11 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"Get a paginated list of reports with optional filtering","26","Get Reports Stats","QA|Nova Bank - Infopool","Sun Jun 08 21:41:31 GMT 2025","passed","Sun Jun 08 21:41:31 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","24","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:41:29 GMT 2025","passed","Sun Jun 08 21:41:29 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","26","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:41:30 GMT 2025","passed","Sun Jun 08 21:41:30 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","29","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:40:14 GMT 2025","passed","Sun Jun 08 21:40:14 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","27","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 08 21:41:28 GMT 2025","passed","Sun Jun 08 21:41:28 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","24","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 21:41:29 GMT 2025","passed","Sun Jun 08 21:41:29 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","27","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Sun Jun 08 21:41:31 GMT 2025","passed","Sun Jun 08 21:41:31 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","26","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:41:30 GMT 2025","passed","Sun Jun 08 21:41:30 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","26","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:41:28 GMT 2025","passed","Sun Jun 08 21:41:28 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","335","Get events - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:40:01 GMT 2025","passed","Sun Jun 08 21:40:01 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","42","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Jun 08 21:40:00 GMT 2025","passed","Sun Jun 08 21:40:00 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","751","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 21:40:15 GMT 2025","passed","Sun Jun 08 21:40:16 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","167","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:39:56 GMT 2025","failed","Sun Jun 08 21:39:57 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","24","category by id","QA|Nova Bank - Infopool","Sun Jun 08 21:41:30 GMT 2025","passed","Sun Jun 08 21:41:30 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","24","Get permission by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:41:30 GMT 2025","passed","Sun Jun 08 21:41:30 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","31","Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 21:40:11 GMT 2025","failed","Sun Jun 08 21:40:11 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","66269","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 21:40:18 GMT 2025","passed","Sun Jun 08 21:41:25 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","543","Weak password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:39:58 GMT 2025","passed","Sun Jun 08 21:39:59 GMT 2025","v1 > Profile > Password","Bank User","",""
"","24","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Sun Jun 08 21:41:30 GMT 2025","passed","Sun Jun 08 21:41:30 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","26","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 21:41:29 GMT 2025","passed","Sun Jun 08 21:41:29 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","38","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:40:10 GMT 2025","passed","Sun Jun 08 21:40:10 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","27","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:41:29 GMT 2025","passed","Sun Jun 08 21:41:29 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","142","Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:40:13 GMT 2025","failed","Sun Jun 08 21:40:13 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","54","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:40:12 GMT 2025","failed","Sun Jun 08 21:40:12 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","52","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:39:56 GMT 2025","passed","Sun Jun 08 21:39:56 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","26","Update user - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:41:28 GMT 2025","passed","Sun Jun 08 21:41:28 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","236","Forgot password - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:39:55 GMT 2025","failed","Sun Jun 08 21:39:55 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get a paginated list of reports with optional filtering","26","Get Reports","QA|Nova Bank - Infopool","Sun Jun 08 21:41:30 GMT 2025","passed","Sun Jun 08 21:41:30 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
