"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","139","Logout session successfully","QA|Nova Bank - Infopool","Fri Dec 05 18:58:39 UTC 2025","broken","Fri Dec 05 18:58:39 UTC 2025","v1 > Logout","Bank Admin","",""
"","139","get user role","QA|Nova Bank - Infopool","Fri Dec 05 18:58:29 UTC 2025","broken","Fri Dec 05 18:58:29 UTC 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","141","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Fri Dec 05 18:58:33 UTC 2025","broken","Fri Dec 05 18:58:33 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","145","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri Dec 05 18:58:25 UTC 2025","broken","Fri Dec 05 18:58:25 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","148","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Fri Dec 05 18:58:19 UTC 2025","broken","Fri Dec 05 18:58:19 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","145","managers","QA|Nova Bank - Infopool","Fri Dec 05 18:58:36 UTC 2025","broken","Fri Dec 05 18:58:36 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","151","Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Dec 05 18:58:13 UTC 2025","broken","Fri Dec 05 18:58:13 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","138","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Fri Dec 05 18:58:19 UTC 2025","broken","Fri Dec 05 18:58:19 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","145","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Fri Dec 05 18:58:32 UTC 2025","broken","Fri Dec 05 18:58:33 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","139","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Dec 05 18:58:26 UTC 2025","broken","Fri Dec 05 18:58:26 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"Create a new report","171","Create Report","QA|Nova Bank - Infopool","Fri Dec 05 18:58:41 UTC 2025","broken","Fri Dec 05 18:58:41 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","140","Update profile - no auth","QA|Nova Bank - Infopool","Fri Dec 05 18:58:16 UTC 2025","broken","Fri Dec 05 18:58:16 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","150","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Dec 05 18:58:13 UTC 2025","broken","Fri Dec 05 18:58:13 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","144","Update profile - successful","QA|Nova Bank - Infopool","Fri Dec 05 18:58:16 UTC 2025","broken","Fri Dec 05 18:58:16 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","135","update role","QA|Nova Bank - Infopool","Fri Dec 05 18:58:30 UTC 2025","broken","Fri Dec 05 18:58:30 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","140","No_auth_add_comments","QA|Nova Bank - Infopool","Fri Dec 05 18:58:22 UTC 2025","broken","Fri Dec 05 18:58:22 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","144","Get Issue by ID","QA|Nova Bank - Infopool","Fri Dec 05 18:58:20 UTC 2025","broken","Fri Dec 05 18:58:20 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","145","No Auth - Update definition","QA|Nova Bank - Infopool","Fri Dec 05 18:58:27 UTC 2025","broken","Fri Dec 05 18:58:27 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","146","Invalid current password - Change password","QA|Nova Bank - Infopool","Fri Dec 05 18:58:14 UTC 2025","broken","Fri Dec 05 18:58:15 UTC 2025","v1 > Profile > Password","Bank User","",""
"","141","Fetch all organizations","QA|Nova Bank - Infopool","Fri Dec 05 18:58:32 UTC 2025","broken","Fri Dec 05 18:58:32 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","141","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Fri Dec 05 18:58:43 UTC 2025","broken","Fri Dec 05 18:58:44 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"Delete a report (soft delete)","136","Delete Report - Invalid id","QA|Nova Bank - Infopool","Fri Dec 05 18:58:42 UTC 2025","broken","Fri Dec 05 18:58:43 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","146","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Fri Dec 05 18:58:26 UTC 2025","broken","Fri Dec 05 18:58:26 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","145","Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Dec 05 18:58:22 UTC 2025","broken","Fri Dec 05 18:58:22 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","143","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Fri Dec 05 18:58:22 UTC 2025","broken","Fri Dec 05 18:58:22 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","144","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Fri Dec 05 18:58:12 UTC 2025","broken","Fri Dec 05 18:58:12 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","151","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Fri Dec 05 18:58:34 UTC 2025","broken","Fri Dec 05 18:58:34 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Create a new report","143","Create Report - Duplicate name","QA|Nova Bank - Infopool","Fri Dec 05 18:58:41 UTC 2025","broken","Fri Dec 05 18:58:42 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","141","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Fri Dec 05 18:58:20 UTC 2025","broken","Fri Dec 05 18:58:20 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","139","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Fri Dec 05 18:58:32 UTC 2025","broken","Fri Dec 05 18:58:32 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","141","Update profile - no phone number","QA|Nova Bank - Infopool","Fri Dec 05 18:58:16 UTC 2025","broken","Fri Dec 05 18:58:16 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","145","Get all Issues","QA|Nova Bank - Infopool","Fri Dec 05 18:58:20 UTC 2025","broken","Fri Dec 05 18:58:20 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","145","Logout session - no session","QA|Nova Bank - Infopool","Fri Dec 05 18:58:39 UTC 2025","broken","Fri Dec 05 18:58:39 UTC 2025","v1 > Logout","Bank Admin","",""
"","145","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Fri Dec 05 18:58:31 UTC 2025","broken","Fri Dec 05 18:58:31 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","141","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Fri Dec 05 18:58:40 UTC 2025","broken","Fri Dec 05 18:58:40 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","150","Update profile - No Auth","QA|Nova Bank - Infopool","Fri Dec 05 18:58:16 UTC 2025","broken","Fri Dec 05 18:58:16 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","479","Successful login","QA|Nova Bank - Infopool","Fri Dec 05 18:58:11 UTC 2025","broken","Fri Dec 05 18:58:11 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"Update an existing report","134","Update Report","QA|Nova Bank - Infopool","Fri Dec 05 18:58:42 UTC 2025","broken","Fri Dec 05 18:58:42 UTC 2025","v1 > Report > Update Report","Bank Admin","",""
"","152","Get profile - user not logged in","QA|Nova Bank - Infopool","Fri Dec 05 18:58:15 UTC 2025","broken","Fri Dec 05 18:58:16 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","142","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri Dec 05 18:58:25 UTC 2025","broken","Fri Dec 05 18:58:26 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","160","Forgot password - successful","QA|Nova Bank - Infopool","Fri Dec 05 18:58:12 UTC 2025","broken","Fri Dec 05 18:58:12 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","140","Update definition","QA|Nova Bank - Infopool","Fri Dec 05 18:58:27 UTC 2025","broken","Fri Dec 05 18:58:27 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","145","Create organization - empty street value","QA|Nova Bank - Infopool","Fri Dec 05 18:58:32 UTC 2025","broken","Fri Dec 05 18:58:32 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","140","Get profile - No Auth","QA|Nova Bank - Infopool","Fri Dec 05 18:58:15 UTC 2025","broken","Fri Dec 05 18:58:15 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","141","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Dec 05 18:58:22 UTC 2025","broken","Fri Dec 05 18:58:22 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","137","Get events - no auth","QA|Nova Bank - Infopool","Fri Dec 05 18:58:17 UTC 2025","broken","Fri Dec 05 18:58:17 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","146","Empty fields - Update definition","QA|Nova Bank - Infopool","Fri Dec 05 18:58:28 UTC 2025","broken","Fri Dec 05 18:58:28 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","145","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Fri Dec 05 18:58:44 UTC 2025","broken","Fri Dec 05 18:58:44 UTC 2025","","corporate Adjustment","",""
"","143","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Fri Dec 05 18:58:32 UTC 2025","broken","Fri Dec 05 18:58:32 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","146","No auth - category by id","QA|Nova Bank - Infopool","Fri Dec 05 18:58:39 UTC 2025","broken","Fri Dec 05 18:58:39 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Get a paginated list of reports with optional filtering","140","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Fri Dec 05 18:58:40 UTC 2025","broken","Fri Dec 05 18:58:40 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"Create a new report","140","Create Report - Empty category","QA|Nova Bank - Infopool","Fri Dec 05 18:58:42 UTC 2025","broken","Fri Dec 05 18:58:42 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","167","Invalid email format","QA|Nova Bank - Infopool","Fri Dec 05 18:58:11 UTC 2025","broken","Fri Dec 05 18:58:11 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","136","Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Dec 05 18:58:25 UTC 2025","broken","Fri Dec 05 18:58:25 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","146","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Fri Dec 05 18:58:18 UTC 2025","broken","Fri Dec 05 18:58:19 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","158","No Auth - Get all definitions","QA|Nova Bank - Infopool","Fri Dec 05 18:58:27 UTC 2025","broken","Fri Dec 05 18:58:27 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","159","Create roles","QA|Nova Bank - Infopool","Fri Dec 05 18:58:36 UTC 2025","broken","Fri Dec 05 18:58:36 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","141","Empty new password - Change password","QA|Nova Bank - Infopool","Fri Dec 05 18:58:15 UTC 2025","broken","Fri Dec 05 18:58:15 UTC 2025","v1 > Profile > Password","Bank User","",""
"","144","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Dec 05 18:58:34 UTC 2025","broken","Fri Dec 05 18:58:34 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","145","Get roles - successful","QA|Nova Bank - Infopool","Fri Dec 05 18:58:36 UTC 2025","broken","Fri Dec 05 18:58:36 UTC 2025","v1 > Roles > Get roles","Bank Admin","",""
"","140","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Fri Dec 05 18:58:34 UTC 2025","broken","Fri Dec 05 18:58:34 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","152","Update user - empty action field","QA|Nova Bank - Infopool","Fri Dec 05 18:58:29 UTC 2025","broken","Fri Dec 05 18:58:29 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"Get a specific report by ID","136","Get Report by ID - No auth","QA|Nova Bank - Infopool","Fri Dec 05 18:58:40 UTC 2025","broken","Fri Dec 05 18:58:41 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","140","No Auth - Get all Issues","QA|Nova Bank - Infopool","Fri Dec 05 18:58:20 UTC 2025","broken","Fri Dec 05 18:58:20 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","135","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri Dec 05 18:58:25 UTC 2025","broken","Fri Dec 05 18:58:25 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","143","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Fri Dec 05 18:58:21 UTC 2025","broken","Fri Dec 05 18:58:21 UTC 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Get a paginated list of reports with optional filtering","140","Get Reports Stats","QA|Nova Bank - Infopool","Fri Dec 05 18:58:40 UTC 2025","broken","Fri Dec 05 18:58:40 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","144","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Fri Dec 05 18:58:21 UTC 2025","broken","Fri Dec 05 18:58:21 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","138","Update user - no auth","QA|Nova Bank - Infopool","Fri Dec 05 18:58:29 UTC 2025","broken","Fri Dec 05 18:58:29 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","145","Create  organization - without parent id","QA|Nova Bank - Infopool","Fri Dec 05 18:58:30 UTC 2025","broken","Fri Dec 05 18:58:30 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","140","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Fri Dec 05 18:58:35 UTC 2025","broken","Fri Dec 05 18:58:35 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","141","No auth - Update role status","QA|Nova Bank - Infopool","Fri Dec 05 18:58:37 UTC 2025","broken","Fri Dec 05 18:58:37 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"Delete a report (soft delete)","145","Delete Report -No auth","QA|Nova Bank - Infopool","Fri Dec 05 18:58:42 UTC 2025","broken","Fri Dec 05 18:58:42 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","142","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Dec 05 18:58:22 UTC 2025","broken","Fri Dec 05 18:58:22 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","150","Empty current password - Change password","QA|Nova Bank - Infopool","Fri Dec 05 18:58:15 UTC 2025","broken","Fri Dec 05 18:58:15 UTC 2025","v1 > Profile > Password","Bank User","",""
"","145","Create roles - empty name field","QA|Nova Bank - Infopool","Fri Dec 05 18:58:37 UTC 2025","broken","Fri Dec 05 18:58:37 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","137","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Fri Dec 05 18:58:43 UTC 2025","broken","Fri Dec 05 18:58:43 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","136","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Fri Dec 05 18:58:35 UTC 2025","broken","Fri Dec 05 18:58:36 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","146","Get permission by ID - successful","QA|Nova Bank - Infopool","Fri Dec 05 18:58:37 UTC 2025","broken","Fri Dec 05 18:58:38 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","138","Fetch all users in an organization","QA|Nova Bank - Infopool","Fri Dec 05 18:58:34 UTC 2025","broken","Fri Dec 05 18:58:35 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","145","Add user to an organization - no auth","QA|Nova Bank - Infopool","Fri Dec 05 18:58:35 UTC 2025","broken","Fri Dec 05 18:58:35 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","144","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Fri Dec 05 18:58:27 UTC 2025","broken","Fri Dec 05 18:58:27 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","147","Update profile - Invalid file size","QA|Nova Bank - Infopool","Fri Dec 05 18:58:16 UTC 2025","broken","Fri Dec 05 18:58:17 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","139","Get events - successful","QA|Nova Bank - Infopool","Fri Dec 05 18:58:17 UTC 2025","broken","Fri Dec 05 18:58:17 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","139","Delete Customer Comment","QA|Nova Bank - Infopool","Fri Dec 05 18:58:23 UTC 2025","broken","Fri Dec 05 18:58:23 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","141","Create organization - no country ID","QA|Nova Bank - Infopool","Fri Dec 05 18:58:31 UTC 2025","broken","Fri Dec 05 18:58:31 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","147","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Fri Dec 05 18:58:24 UTC 2025","broken","Fri Dec 05 18:58:24 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","144","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Fri Dec 05 18:58:34 UTC 2025","broken","Fri Dec 05 18:58:34 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","142","Update profile - invalid phone number","QA|Nova Bank - Infopool","Fri Dec 05 18:58:16 UTC 2025","broken","Fri Dec 05 18:58:16 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","146","Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Dec 05 18:58:21 UTC 2025","broken","Fri Dec 05 18:58:22 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","142","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Dec 05 18:58:24 UTC 2025","broken","Fri Dec 05 18:58:24 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","140","Update user - invalid action","QA|Nova Bank - Infopool","Fri Dec 05 18:58:29 UTC 2025","broken","Fri Dec 05 18:58:29 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","142","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Fri Dec 05 18:58:25 UTC 2025","broken","Fri Dec 05 18:58:25 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","141","No Auth - Update Issue","QA|Nova Bank - Infopool","Fri Dec 05 18:58:21 UTC 2025","broken","Fri Dec 05 18:58:21 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","136","Update role status - role does not exist","QA|Nova Bank - Infopool","Fri Dec 05 18:58:37 UTC 2025","broken","Fri Dec 05 18:58:37 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"","140","Get all permissions","QA|Nova Bank - Infopool","Fri Dec 05 18:58:38 UTC 2025","broken","Fri Dec 05 18:58:38 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","141","Remove user from an organization - successful","QA|Nova Bank - Infopool","Fri Dec 05 18:58:35 UTC 2025","broken","Fri Dec 05 18:58:35 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Delete a report (soft delete)","142","Delete Report","QA|Nova Bank - Infopool","Fri Dec 05 18:58:42 UTC 2025","broken","Fri Dec 05 18:58:42 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","142","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Fri Dec 05 18:58:31 UTC 2025","broken","Fri Dec 05 18:58:31 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","143","Get roles - No Auth","QA|Nova Bank - Infopool","Fri Dec 05 18:58:36 UTC 2025","broken","Fri Dec 05 18:58:36 UTC 2025","v1 > Roles > Get roles","Bank Admin","",""
