"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Update an existing report","66","Update Report - No auth","QA|Nova Bank - Infopool","Wed Dec 03 18:53:30 UTC 2025","broken","Wed Dec 03 18:53:30 UTC 2025","v1 > Report > Update Report","Bank Admin","",""
"","71","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Wed Dec 03 18:53:19 UTC 2025","broken","Wed Dec 03 18:53:19 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a paginated list of reports with optional filtering","73","Get Report Objects - Question","QA|Nova Bank - Infopool","Wed Dec 03 18:53:29 UTC 2025","broken","Wed Dec 03 18:53:29 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","101","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Wed Dec 03 18:53:16 UTC 2025","broken","Wed Dec 03 18:53:17 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","62","Add user to an organization - successful","QA|Nova Bank - Infopool","Wed Dec 03 18:53:27 UTC 2025","broken","Wed Dec 03 18:53:27 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","68","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Wed Dec 03 18:53:26 UTC 2025","broken","Wed Dec 03 18:53:26 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","68","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed Dec 03 18:53:21 UTC 2025","broken","Wed Dec 03 18:53:21 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"Get a paginated list of reports with optional filtering","66","Get Reports Stats","QA|Nova Bank - Infopool","Wed Dec 03 18:53:29 UTC 2025","broken","Wed Dec 03 18:53:29 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"Delete a report (soft delete)","65","Delete Report","QA|Nova Bank - Infopool","Wed Dec 03 18:53:30 UTC 2025","broken","Wed Dec 03 18:53:30 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","60","No Auth - Get all permissions","QA|Nova Bank - Infopool","Wed Dec 03 18:53:28 UTC 2025","broken","Wed Dec 03 18:53:28 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","66","Get permission by ID - successful","QA|Nova Bank - Infopool","Wed Dec 03 18:53:28 UTC 2025","broken","Wed Dec 03 18:53:28 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","66","Create organization - no name","QA|Nova Bank - Infopool","Wed Dec 03 18:53:25 UTC 2025","broken","Wed Dec 03 18:53:25 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","66","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Wed Dec 03 18:53:24 UTC 2025","broken","Wed Dec 03 18:53:24 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","62","Get single definition","QA|Nova Bank - Infopool","Wed Dec 03 18:53:23 UTC 2025","broken","Wed Dec 03 18:53:23 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","67","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Wed Dec 03 18:53:26 UTC 2025","broken","Wed Dec 03 18:53:26 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","66","Fetch all users","QA|Nova Bank - Infopool","Wed Dec 03 18:53:24 UTC 2025","broken","Wed Dec 03 18:53:24 UTC 2025","v1 > Users > Fetch users","Bank Admin","",""
"","146","Update profile","QA|Nova Bank - Infopool","Wed Dec 03 18:53:18 UTC 2025","broken","Wed Dec 03 18:53:18 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","69","Add attachment to issue","QA|Nova Bank - Infopool","Wed Dec 03 18:53:20 UTC 2025","broken","Wed Dec 03 18:53:20 UTC 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","69","Export Report Data","QA|Nova Bank - Infopool","Wed Dec 03 18:53:31 UTC 2025","broken","Wed Dec 03 18:53:31 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","66","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Wed Dec 03 18:53:26 UTC 2025","broken","Wed Dec 03 18:53:26 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","84","verify OTP","QA|Nova Bank - Infopool","Wed Dec 03 18:53:16 UTC 2025","broken","Wed Dec 03 18:53:16 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","64","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Wed Dec 03 18:53:27 UTC 2025","broken","Wed Dec 03 18:53:27 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","69","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Wed Dec 03 18:53:16 UTC 2025","broken","Wed Dec 03 18:53:16 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","66","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Wed Dec 03 18:53:26 UTC 2025","broken","Wed Dec 03 18:53:26 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","65","No auth - Create  organization","QA|Nova Bank - Infopool","Wed Dec 03 18:53:25 UTC 2025","broken","Wed Dec 03 18:53:25 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","66","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Wed Dec 03 18:53:26 UTC 2025","broken","Wed Dec 03 18:53:26 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Delete a report (soft delete)","66","Delete Report - Invalid id","QA|Nova Bank - Infopool","Wed Dec 03 18:53:30 UTC 2025","broken","Wed Dec 03 18:53:31 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","66","Search Customers","QA|Nova Bank - Infopool","Wed Dec 03 18:53:22 UTC 2025","broken","Wed Dec 03 18:53:22 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","98","Create a New Issue","QA|Nova Bank - Infopool","Wed Dec 03 18:53:19 UTC 2025","broken","Wed Dec 03 18:53:19 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","68","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Wed Dec 03 18:53:20 UTC 2025","broken","Wed Dec 03 18:53:20 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","67","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Wed Dec 03 18:53:31 UTC 2025","broken","Wed Dec 03 18:53:31 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","67","Delete Customer Comment","QA|Nova Bank - Infopool","Wed Dec 03 18:53:21 UTC 2025","broken","Wed Dec 03 18:53:21 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","74","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Dec 03 18:53:16 UTC 2025","broken","Wed Dec 03 18:53:16 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","65","Get roles - successful","QA|Nova Bank - Infopool","Wed Dec 03 18:53:27 UTC 2025","broken","Wed Dec 03 18:53:27 UTC 2025","v1 > Roles > Get roles","Bank Admin","",""
"","65","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Wed Dec 03 18:53:25 UTC 2025","broken","Wed Dec 03 18:53:25 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","67","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed Dec 03 18:53:22 UTC 2025","broken","Wed Dec 03 18:53:23 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","67","managers","QA|Nova Bank - Infopool","Wed Dec 03 18:53:27 UTC 2025","broken","Wed Dec 03 18:53:27 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","64","Get profile - No Auth","QA|Nova Bank - Infopool","Wed Dec 03 18:53:17 UTC 2025","broken","Wed Dec 03 18:53:17 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","69","Update profile - Invalid file size","QA|Nova Bank - Infopool","Wed Dec 03 18:53:18 UTC 2025","broken","Wed Dec 03 18:53:18 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","127","update role","QA|Nova Bank - Infopool","Wed Dec 03 18:53:24 UTC 2025","broken","Wed Dec 03 18:53:24 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","68","Update profile - no phone number","QA|Nova Bank - Infopool","Wed Dec 03 18:53:18 UTC 2025","broken","Wed Dec 03 18:53:18 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","109","Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Dec 03 18:53:16 UTC 2025","broken","Wed Dec 03 18:53:16 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","78","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Wed Dec 03 18:53:20 UTC 2025","broken","Wed Dec 03 18:53:20 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","67","Logout session successfully","QA|Nova Bank - Infopool","Wed Dec 03 18:53:29 UTC 2025","broken","Wed Dec 03 18:53:29 UTC 2025","v1 > Logout","Bank Admin","",""
"","70","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Wed Dec 03 18:53:19 UTC 2025","broken","Wed Dec 03 18:53:19 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","64","Fetch Customers Transactions","QA|Nova Bank - Infopool","Wed Dec 03 18:53:22 UTC 2025","broken","Wed Dec 03 18:53:22 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","68","No Auth - Get all Issues","QA|Nova Bank - Infopool","Wed Dec 03 18:53:20 UTC 2025","broken","Wed Dec 03 18:53:20 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","66","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed Dec 03 18:53:22 UTC 2025","broken","Wed Dec 03 18:53:22 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","67","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Wed Dec 03 18:53:20 UTC 2025","broken","Wed Dec 03 18:53:20 UTC 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","66","Update profile - no auth","QA|Nova Bank - Infopool","Wed Dec 03 18:53:17 UTC 2025","broken","Wed Dec 03 18:53:18 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","67","No auth - category by id","QA|Nova Bank - Infopool","Wed Dec 03 18:53:29 UTC 2025","broken","Wed Dec 03 18:53:29 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","68","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Wed Dec 03 18:53:23 UTC 2025","broken","Wed Dec 03 18:53:23 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","70","Create organization - empty description","QA|Nova Bank - Infopool","Wed Dec 03 18:53:25 UTC 2025","broken","Wed Dec 03 18:53:25 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","68","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Wed Dec 03 18:53:26 UTC 2025","broken","Wed Dec 03 18:53:26 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","68","Empty current password - Change password","QA|Nova Bank - Infopool","Wed Dec 03 18:53:17 UTC 2025","broken","Wed Dec 03 18:53:17 UTC 2025","v1 > Profile > Password","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","97","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Wed Dec 03 18:53:16 UTC 2025","broken","Wed Dec 03 18:53:16 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","65","No_auth_add_comments","QA|Nova Bank - Infopool","Wed Dec 03 18:53:21 UTC 2025","broken","Wed Dec 03 18:53:21 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","69","Update profile - No Auth","QA|Nova Bank - Infopool","Wed Dec 03 18:53:18 UTC 2025","broken","Wed Dec 03 18:53:18 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","67","No Auth - Update Issue","QA|Nova Bank - Infopool","Wed Dec 03 18:53:20 UTC 2025","broken","Wed Dec 03 18:53:20 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","66","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Wed Dec 03 18:53:21 UTC 2025","broken","Wed Dec 03 18:53:21 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","66","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Wed Dec 03 18:53:26 UTC 2025","broken","Wed Dec 03 18:53:26 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","68","Update Issue","QA|Nova Bank - Infopool","Wed Dec 03 18:53:20 UTC 2025","broken","Wed Dec 03 18:53:20 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","67","Create organization - empty street value","QA|Nova Bank - Infopool","Wed Dec 03 18:53:25 UTC 2025","broken","Wed Dec 03 18:53:25 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","66","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Wed Dec 03 18:53:28 UTC 2025","broken","Wed Dec 03 18:53:28 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","109","Invalid credentials","QA|Nova Bank - Infopool","Wed Dec 03 18:53:15 UTC 2025","broken","Wed Dec 03 18:53:15 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","60","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed Dec 03 18:53:27 UTC 2025","broken","Wed Dec 03 18:53:27 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","63","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Wed Dec 03 18:53:22 UTC 2025","broken","Wed Dec 03 18:53:22 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","65","Get profile - user not logged in","QA|Nova Bank - Infopool","Wed Dec 03 18:53:17 UTC 2025","broken","Wed Dec 03 18:53:17 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"Get a specific report by ID","66","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Wed Dec 03 18:53:30 UTC 2025","broken","Wed Dec 03 18:53:30 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","66","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Wed Dec 03 18:53:23 UTC 2025","broken","Wed Dec 03 18:53:24 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","67","Update user - ID does not exist","QA|Nova Bank - Infopool","Wed Dec 03 18:53:24 UTC 2025","broken","Wed Dec 03 18:53:24 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","88","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Wed Dec 03 18:53:15 UTC 2025","broken","Wed Dec 03 18:53:16 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get a specific report by ID","67","Get Report by ID - No auth","QA|Nova Bank - Infopool","Wed Dec 03 18:53:29 UTC 2025","broken","Wed Dec 03 18:53:30 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","75","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Wed Dec 03 18:53:26 UTC 2025","broken","Wed Dec 03 18:53:26 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","67","Get events - invalid end date","QA|Nova Bank - Infopool","Wed Dec 03 18:53:18 UTC 2025","broken","Wed Dec 03 18:53:18 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"Get a paginated list of reports with optional filtering","70","Get Reports - No auth","QA|Nova Bank - Infopool","Wed Dec 03 18:53:29 UTC 2025","broken","Wed Dec 03 18:53:29 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","65","Create organization - no country ID","QA|Nova Bank - Infopool","Wed Dec 03 18:53:25 UTC 2025","broken","Wed Dec 03 18:53:25 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","65","Get all permissions","QA|Nova Bank - Infopool","Wed Dec 03 18:53:28 UTC 2025","broken","Wed Dec 03 18:53:28 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","67","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Wed Dec 03 18:53:26 UTC 2025","broken","Wed Dec 03 18:53:26 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","68","Add Comment to Issue","QA|Nova Bank - Infopool","Wed Dec 03 18:53:20 UTC 2025","broken","Wed Dec 03 18:53:20 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","65","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Wed Dec 03 18:53:27 UTC 2025","broken","Wed Dec 03 18:53:27 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","67","Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed Dec 03 18:53:20 UTC 2025","broken","Wed Dec 03 18:53:20 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","66","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Wed Dec 03 18:53:26 UTC 2025","broken","Wed Dec 03 18:53:27 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","66","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Wed Dec 03 18:53:26 UTC 2025","broken","Wed Dec 03 18:53:26 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","66","Export Report Data - No auth","QA|Nova Bank - Infopool","Wed Dec 03 18:53:31 UTC 2025","broken","Wed Dec 03 18:53:31 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","94","Empty new password - Change password","QA|Nova Bank - Infopool","Wed Dec 03 18:53:17 UTC 2025","broken","Wed Dec 03 18:53:17 UTC 2025","v1 > Profile > Password","Bank User","",""
"","66","Role does not exist - update role","QA|Nova Bank - Infopool","Wed Dec 03 18:53:24 UTC 2025","broken","Wed Dec 03 18:53:24 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","67","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Wed Dec 03 18:53:31 UTC 2025","broken","Wed Dec 03 18:53:31 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","65","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Wed Dec 03 18:53:19 UTC 2025","broken","Wed Dec 03 18:53:19 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","66","Create organization - empty city value","QA|Nova Bank - Infopool","Wed Dec 03 18:53:25 UTC 2025","broken","Wed Dec 03 18:53:25 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","65","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Wed Dec 03 18:53:29 UTC 2025","broken","Wed Dec 03 18:53:29 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","69","Health","QA|Nova Bank - Infopool","Wed Dec 03 18:53:23 UTC 2025","broken","Wed Dec 03 18:53:23 UTC 2025","v1 > Health","Bank Admin","",""
"","66","Fetch all organizations","QA|Nova Bank - Infopool","Wed Dec 03 18:53:25 UTC 2025","broken","Wed Dec 03 18:53:26 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","329","Successful login","QA|Nova Bank - Infopool","Wed Dec 03 18:53:15 UTC 2025","broken","Wed Dec 03 18:53:15 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","65","No auth - Update role status","QA|Nova Bank - Infopool","Wed Dec 03 18:53:28 UTC 2025","broken","Wed Dec 03 18:53:28 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"","100","Fetch Customers Channels","QA|Nova Bank - Infopool","Wed Dec 03 18:53:23 UTC 2025","broken","Wed Dec 03 18:53:23 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","67","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Wed Dec 03 18:53:25 UTC 2025","broken","Wed Dec 03 18:53:25 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Create a new report","64","Create Report - Duplicate name","QA|Nova Bank - Infopool","Wed Dec 03 18:53:30 UTC 2025","broken","Wed Dec 03 18:53:30 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","80","verifyOTP","QA|Nova Bank - Infopool","Wed Dec 03 18:53:15 UTC 2025","broken","Wed Dec 03 18:53:15 UTC 2025","v1 > Auth > Session > verify OTP","Bank User","",""
